cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,chbal,chcic,chitem,chcoin,chus,chusfbk,chnus,chnusfbk,chfrb,chbalni
"5496","0","403151","1050646","Cornerstone Bank","York","NE","68467","12/31/2014","2/18/2015","SM","529 Lincoln Avenue","FIRST YORK BAN CORP.","36","0","0","2","1","York","","","4/22/1882","1/1/1934","4/1/2014","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.cornerstoneconnect.com","108355","82872","74372","8500","11415","0","0","0","14068","91174"
"5635","11214","514048","2941769","Cornerstone Bank","Eureka Springs","AR","72632","12/31/2014","2/18/2015","NM","70 South Main Street","EUREKA BANCSHARES, INC.","4","0","0","4","1","Carroll","","","5/1/1912","1/1/1934","11/3/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","www.cstonebank.net","3822","","","","","","","","","2659"
"10045","0","978239","3217537","Cornerstone Bank, Inc.","West Union","WV","26456","12/31/2014","2/18/2015","NM","101 West Main Street","CORNERSTONE FINANCIAL SERVICES, INC.","3","0","0","7","0","Doddridge","","","1/1/1934","1/1/1934","12/1/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.cornerstonebankwv.com","2250","","","","","","","","","2250"
"58859","0","3816163","0","CornerStone Bank, National Association","Lexington","VA","24450","12/31/2014","2/18/2015","N","54 South Main Street","","2","0","0","4","0","Rockbridge","","","2/17/2009","2/17/2009","4/11/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.cornerstonebankva.com","4960","","","","","","","","","1083"
"34948","0","2791076","3466081","Cornerstone Community Bank","Saint Petersburg","FL","33702","12/31/2014","2/18/2015","NM","6300 4th Street North","CORNERSTONE BANCORP, INC.","6","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","3/15/1999","3/15/1999","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.cornerstonebankfl.com","5824","1019","0","1019","1368","0","0","0","3438","1206"
"33137","0","1478231","1492246","Cornerstone Community Bank","Grafton","WI","53024","12/31/2014","2/18/2015","NM","2090 Wisconsin Avenue","COMMUNITY BANCSHARES OF WISCONSIN, INC.","3","0","0","4","0","Ozaukee","33340","Milwaukee-Waukesha-West Allis, WI","9/26/1990","9/26/1990","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.bankwithcornerstone.com","14382","","","","","","","","","10913"
"58411","0","3485420","0","Cornerstone Community Bank","Red Bluff","CA","96080","12/31/2014","2/18/2015","NM","237 South Main Street","","3","0","0","4","0","Tehama","","","10/23/2006","10/23/2006","4/4/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","http://www.bankcornerstone.com","8820","","","","","","","","","2750"
"26256","0","2398596","1131497","Cornerstone Community Bank","Chattanooga","TN","37401","12/31/2014","2/18/2015","NM","835 Georgia Avenue","CORNERSTONE BANCSHARES, INC.","7","0","1","4","0","Hamilton","16860","Chattanooga, TN-GA","5/28/1985","5/28/1985","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.cscbank.com","15191","1179","17","1162","771","0","0","0","13241","1931"
"35179","0","2834179","2834160","Cornerstone National Bank","Easley","SC","29641","12/31/2014","2/18/2015","N","1670 East Main Street","CORNERSTONE BANCORP","3","0","0","4","0","Pickens","24860","Greenville-Anderson-Mauldin, SC","9/15/1999","9/15/1999","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.cornerstonenatlbank.com","8790","","","","","","","","","1683"
"57061","0","2929392","2929383","Cornerstone National Bank & Trust Company","Palatine","IL","60067","12/31/2014","2/18/2015","N","One West Northwest Highway","CORNERSTONE BANCORP, INC.","3","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/16/2000","10/16/2000","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.cornerstonenb.com","41830","983","0","983","9474","0","0","0","31373","9104"
"21525","14276","914853","1125423","Cornerstone State Bank","Montgomery","MN","56069","12/31/2014","2/18/2015","NM","401 Fourth St Nw","CORNERSTONE BANCORPORATION, INC.","5","0","0","4","0","Le Sueur","33460","Minneapolis-St. Paul-Bloomington, MN-WI","4/8/1974","4/8/1974","8/30/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.cornerstonestatebank.com","7091","","","","","","","","","2464"
"35027","15682","2992501","0","CornerstoneBank","Atlanta","GA","30327","12/31/2014","2/18/2015","SA","2060 Mount Paran Rd, Northwe","","3","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","2/20/2001","2/20/2001","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.cornerstonebankga.com","21088","360","0","360","6079","6079","0","0","14649","360"
"14264","15361","544652","2022529","Cornhusker Bank","Lincoln","NE","68521","12/31/2014","2/18/2015","SM","1101 Cornhusker Highway","CORNHUSKER GROWTH CORPORATION","9","0","0","4","1","Lancaster","30700","Lincoln, NE","8/24/1903","4/18/1934","6/30/2011","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.cornhuskerbank.com","18645","14752","11254","3498","1088","0","0","0","2805","14840"
"6063","9372","61355","1125740","CorTrust Bank National Association","Mitchell","SD","57301","12/31/2014","2/18/2015","N","100 East Havens","HOPKINS FINANCIAL CORPORATION","25","0","1","4","0","Davison","","","10/31/1930","1/1/1934","3/22/2013","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","www.cortrustbank.com","15180","12450","9261","3189","2596","0","0","0","134","14723"
"13616","0","837046","1133615","Corydon State Bank","Corydon","IA","50060","12/31/2014","2/18/2015","NM","201 W. Jackson St.","DENTEL BANCORPORATION","1","0","0","2","1","Wayne","","","1/1/1926","1/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","","1850","","","","","","","","","937"
"8798","15460","473930","1081097","Cottonport Bank","Cottonport","LA","71327","12/31/2014","2/18/2015","NM","153 Cottonport Avenue","MANSURA BANCSHARES, INC.","13","0","0","4","0","Avoyelles","","","7/2/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.cottonportbank.com","26696","8688","2","8686","7694","0","10314","0","0","12802"
"17160","0","921655","1060690","Cottonwood Valley Bank","Cedar Point","KS","66843","12/31/2014","2/18/2015","SM","123 Main Street","CEDAR POINT BANCSHARES, INC.","5","0","0","2","1","Chase","","","1/25/1914","12/8/1952","3/24/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.cottonwoodvalleybank.com","14665","","","","","","","","","1286"
"18361","12544","457752","1126989","Coulee Bank","La Crosse","WI","54601","12/31/2014","2/18/2015","NM","1516 Losey Boulevard South","COULEE BANCSHARES, INC.","5","0","1","4","1","La Crosse","29100","La Crosse-Onalaska, WI-MN","2/27/1961","3/20/1961","5/21/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","www.couleebank.net","2806","","","","","","","","","2364"
"35602","16088","449935","0","Country  Trust Bank","Bloomington","IL","61701","12/31/2014","2/18/2015","SA","1705 North Towanda Avenue","","1","0","0","7","0","Mclean","14010","Bloomington, IL","5/1/2000","5/1/2000","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.countryfinancial.com","4","","","","","","","","","4"
"27226","12007","1191482","3200230","Country Bank","New York","NY","10017","12/31/2014","2/18/2015","NM","655 Third Avenue, 9th Floor","COUNTRY BANK HOLDING COMPANY, INC.","5","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/21/1988","4/21/1988","10/15/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.countrybnk.com","16480","2481","685","1796","2646","0","0","0","11353","3458"
"57498","0","3165599","0","Country Bank","Prescott","AZ","86301","12/31/2014","2/18/2015","NM","147 North Cortez Street","","4","0","0","4","1","Yavapai","39140","Prescott, AZ","2/3/2003","2/3/2003","5/7/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","http://www.countrybankaz.com","57723","","","","","","","","","3358"
"23992","5068","689209","0","Country Bank for Savings","Ware","MA","1082","12/31/2014","2/18/2015","SB","75 Main Street","","15","0","0","4","0","Hampshire","44140","Springfield, MA","7/1/1850","8/16/1982","9/29/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","countrybank.com","15434","10935","4572","6363","4361","0","0","0","139","14898"
"8888","0","625654","1053496","Country Club Bank","Kansas City","MO","64112","12/31/2014","2/18/2015","SM","One Ward Parkway","CCB FINANCIAL CORPORATION","26","0","1","4","1","Jackson","28140","Kansas City, MO-KS","12/2/1905","1/1/1934","11/12/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.countryclubbank.com","34069","22300","14409","7891","386","0","0","0","11383","22586"
