cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,intinc,ilndom,ilnfor,ils,ichbal,isc,itrade,ifrepo,IOTHII
"33109","8854","895475","0","SouthBank, a Federal Savings Bank","Huntsville","AL","35801","12/31/2014","2/18/2015","SA","118 Jefferson Street","","7","0","1","4","1","Madison","26620","Huntsville, AL","5/4/1990","5/4/1990","5/28/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","Southbank.com","4892","4017","","0","0","791","0","77","7"
"33848","11351","2111508","0","SouthBank, a Federal Savings Bank","Palm Beach Garde","FL","33410","12/31/2014","2/18/2015","SA","10891 North Military Trail","","1","0","0","7","1","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","10/8/1993","10/8/1993","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","www.southbank.com","413","187","","0","0","216","0","7","3"
"23524","14520","627407","3723216","Southbridge Savings Bank","Southbridge","MA","1550","12/31/2014","2/18/2015","SM","253 Main Street # 257","GREEN VALLEY BANCORP, MHC","9","0","0","4","0","Worcester","49340","Worcester, MA-CT","4/20/1848","9/8/1981","1/29/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.southbridgesavingsbank.com","17378","16556","","0","0","748","0","7","67"
"34774","0","2713555","2794778","SouthCoast Community Bank","Mount Pleasant","SC","29464","12/31/2014","2/18/2015","NM","530 Johnnie Dodds Boulevard","SOUTHCOAST FINANCIAL CORPORATION","12","0","0","4","0","Charleston","16700","Charleston-North Charleston, SC","7/20/1998","7/20/1998","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","www.southcoastbank.com","18178","17045","","0","28","960","0","2","143"
"2124","0","165039","2497202","Southcrest Bank, National Association","Tyrone","GA","30290","12/31/2014","2/18/2015","N","105 Saint Stephens Court","SOUTHCREST FINANCIAL GROUP, INC.","12","0","1","4","0","Polk","","","1/1/1920","1/1/1934","2/28/2014","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.southcrestbank.com","22875","18972","","0","153","3750","0","0","0"
"57348","0","3110197","3808131","SouthEast Bank","Athens","TN","37303","12/31/2014","2/18/2015","NM","1878 E. Congress Parkway","EDUCATIONAL SERVICES OF AMERICA, INC.","14","0","0","6","0","Mcminn","","","4/29/2002","4/29/2002","1/20/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","www.southeastbank.com","30510","30102","","0","77","331","0","0","0"
"19819","14669","563934","1133754","Southeast First National Bank","Summerville","GA","30747","12/31/2014","2/18/2015","N","10144 Commerce Street","SUMMERVILLE/TRION BANCSHARES, INC.","3","0","1","7","0","Chattooga","","","5/22/1968","5/22/1968","2/1/2008","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","","1901","893","","0","16","989","0","0","3"
"35109","0","955548","1203161","Southeast National Bank","Davenport","IA","52803","12/31/2014","2/18/2015","N","2036 East River Drive","MCLAUGHLIN HOLDING COMPANY","5","0","1","4","1","Scott","19340","Davenport-Moline-Rock Island, IA-IL","12/17/1999","12/17/1999","9/15/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.senb.com","5666","3932","","0","13","1714","0","1","6"
"5685","14739","210238","1082058","Southeastern Bank","Darien","GA","31305","12/31/2014","2/18/2015","NM","1010 North Way","SOUTHEASTERN BANKING CORPORATION","13","0","1","4","0","Mcintosh","15260","Brunswick, GA","1/1/1889","1/1/1934","3/2/2009","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","https://www.southeasternbank.com","12238","9956","","0","172","2079","0","15","16"
"34847","0","2793593","0","SOUTHERN  BANK OF TENNESSEE","Mount Juliet","TN","37122","12/31/2014","2/18/2015","SM","1499 N Juliet","","4","0","0","4","1","Wilson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","3/22/1999","3/22/1999","7/2/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","www.southernbankoftn.com","6630","5952","","0","36","590","0","0","52"
"1528","12867","852544","1248939","Southern Bancorp Bank","Arkadelphia","AR","71923","12/31/2014","2/18/2015","SM","601 Main Street","SOUTHERN BANCORP, INC","41","0","1","4","0","Clark","","","3/1/1884","1/1/1934","12/13/2014","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.banksouthern.com","46185","40617","","53","62","5263","0","0","190"
"28332","1386","272272","3266227","Southern Bank","Poplar Bluff","MO","63901","12/31/2014","2/18/2015","SM","531 Vine Street","SOUTHERN MISSOURI BANCORP, INC.","39","0","1","4","0","Butler","","","1/1/1887","12/3/1951","12/6/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.bankwithsouthern.com","44518","40897","","212","29","3176","0","1","203"
"16288","0","307334","1141816","Southern Bank","Sardis","GA","30456","12/31/2014","2/18/2015","NM","731 Charles Perry Ave","SARDIS BANKSHARES, INC.","5","0","0","8","0","Burke","12260","Augusta-Richmond County, GA-SC","7/2/1945","7/2/1945","2/14/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","","4068","3612","","0","2","447","0","6","1"
"58143","0","3353266","3353275","Southern Bank & Trust","Clarkesville","GA","30523","12/31/2014","2/18/2015","NM","111 Southern Bank Drive","SBT BANCORP, INC.","2","0","0","4","0","Habersham","","","12/6/2005","12/6/2005","1/2/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.sbandt.com","4343","3671","","0","12","658","0","2","0"
"15359","0","717924","1075694","Southern Bank and Trust Company","Mount Olive","NC","28365","12/31/2014","2/18/2015","NM","100 North Center Street","SOUTHERN BANCSHARES (N.C.), INC.","67","0","1","4","0","Wayne","24140","Goldsboro, NC","1/1/1901","3/2/1936","7/1/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","http://www.southernbank.com","89727","79465","","162","1173","8927","0","0","0"
"26970","0","310437","2107707","Southern Commerce Bank, National Association","Tampa","FL","33610","12/31/2014","2/18/2015","N","5650 Breckenridge Park Drive","DICKINSON FINANCIAL CORPORATION II","8","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","6/8/1987","6/8/1987","7/8/2006","Stock","0","0","OCC","DIF","Atlanta","KANSAS CITY","Tampa","Atlanta","Southern","Southeast","www.sc-bank.com","1746","1449","","0","41","213","0","0","43"
"1080","14528","420457","1099074","Southern Commercial Bank","Saint Louis","MO","63129","12/31/2014","2/18/2015","SM","4435 Meramec Bottom Road","SOUTHERN BANCSHARES CORP.","10","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","6/12/1891","1/1/1934","7/14/2010","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.southerncommercialstl.com","17261","12019","","0","141","5094","0","0","7"
"58105","0","3393806","3613531","Southern Community Bank","Tullahoma","TN","37388","12/31/2014","2/18/2015","NM","1400 North Jackson Street","TENNESSEE BANCSHARES, INC.","5","0","1","4","0","Coffee","","","11/28/2005","11/28/2005","4/2/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","http://www.mysoutherncommunitybank.com","6291","5822","","0","0","460","0","9","0"
"35295","0","2849801","2849799","Southern First Bank","Greenville","SC","29607","12/31/2014","2/18/2015","NM","100 Verdae Blvd, # 100","SOUTHERN FIRST BANCSHARES, INC.","9","0","0","4","0","Greenville","24860","Greenville-Anderson-Mauldin, SC","1/10/2000","1/10/2000","4/1/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","http://www.southernfirst.com","40047","38191","","0","32","1550","0","41","233"
"20698","0","935559","4346676","Southern Heritage Bank","Jonesville","LA","71343","12/31/2014","2/18/2015","NM","Fourth And W. Park Streets","SHB BANCORP, INC.","9","0","0","8","1","Catahoula","","","5/25/1972","5/25/1972","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","http://www.shbnet.com","11437","9463","","0","104","1864","0","0","6"
"35093","0","2798897","1098796","Southern Heritage Bank","Cleveland","TN","37312","12/31/2014","2/18/2015","NM","3020 Keith Street","FIRST CITIZENS BANCSHARES, INC.","3","0","0","4","0","Bradley","17420","Cleveland, TN","4/12/1999","4/12/1999","5/2/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","www.southernheritagebank.com","2285","1833","","0","0","436","0","11","5"
"29749","4013","352370","0","Southern Hills Community Bank","Leesburg","OH","45135","12/31/2014","2/18/2015","SA","45 East Main Street","","3","0","0","6","0","Highland","","","1/1/1884","11/7/1936","7/3/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","http://www.southernhillscommunitybank.com","3642","3640","","0","1","1","0","0","0"
"35229","0","2847085","0","Southern Illinois Bank","Johnston City","IL","62951","12/31/2014","2/18/2015","NM","1012 West Broadway","","4","0","0","4","0","Williamson","16060","Carbondale-Marion, IL","9/10/1999","9/10/1999","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.southernillinoisbank.com","3536","2638","","0","53","845","0","0","0"
"58357","0","3531176","4297527","Southern Independent Bank","Opp","AL","36467","12/31/2014","2/18/2015","NM","503 North Main Street","SOUTHERN INDEPENDENT BANCSHARES, INC.","2","0","0","4","0","Covington","","","12/4/2006","12/4/2006","12/10/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","http://www.southernindependentbank.com","7157","5410","","0","64","1634","0","36","13"
"5019","9655","822042","1207824","Southern Michigan Bank & Trust","Coldwater","MI","49036","12/31/2014","2/18/2015","NM","45-51 West Pearl Street","SOUTHERN MICHIGAN BANCORP, INC.","16","0","0","4","0","Branch","","","1/16/1872","1/1/1934","4/25/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","www.smb-t.com","20311","18615","","0","54","1558","0","1","83"
"34445","0","2535551","2623506","Southern Missouri Bank of Marshfield","Marshfield","MO","65706","12/31/2014","2/18/2015","NM","1292 Banning Street","SOUTHERN MISSOURI BANCSHARES, INC.","2","0","0","4","0","Webster","44180","Springfield, MO","12/15/1997","12/15/1997","5/1/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.somobank.com","4115","3779","","26","19","276","0","0","15"
"58558","0","3629420","3818381","Southern States Bank","Anniston","AL","36202","12/31/2014","2/18/2015","NM","615 Quintard Avenue","SOUTHERN STATES BANCSHARES, INC.","5","0","1","4","0","Calhoun","11500","Anniston-Oxford-Jacksonville, AL","8/27/2007","8/27/2007","5/18/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.southernstatesbank.net","13709","13291","","0","16","358","0","4","40"
"57897","0","3316739","3316720","SouthernTrust Bank","Goreville","IL","62939","12/31/2014","2/18/2015","NM","101 North Broadway","SOUTHERNTRUST BANCSHARES, INC","2","0","0","8","0","Johnson","","","5/31/2005","5/31/2005","2/25/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.southerntrustbank.com","1894","1653","","0","57","184","0","0","0"
"30433","5329","455477","0","SouthFirst Bank","Sylacauga","AL","35150","12/31/2014","2/18/2015","SA","126 N Norton Ave","","3","0","0","4","0","Talladega","","","10/18/1949","10/18/1949","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.southfirst.com","3765","3601","","0","38","112","0","0","14"
"58088","0","3386536","0","SouthPoint Bank","Birmingham","AL","35243","12/31/2014","2/18/2015","NM","3500 Colonnade Parkway, # 14","","4","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","10/11/2005","10/11/2005","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.southpointbanking.com","9024","8151","","0","6","836","0","0","31"
"34289","14638","2576143","3114056","Southport Bank","Kenosha","WI","53142","12/31/2014","2/18/2015","NM","7027 Green Bay Road","SOUTHPORT FINANCIAL CORPORATION","3","0","0","4","0","Kenosha","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/22/1997","5/22/1997","5/6/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.southportbank.com","10798","10529","","0","42","184","0","30","13"
"18297","11033","361167","1245068","Southside Bank","Tyler","TX","75701","12/31/2014","2/18/2015","NM","1201 South Beckham Street","SOUTHSIDE BANCSHARES, INCORPORATED","54","0","0","9","0","Smith","46340","Tyler, TX","10/3/1960","10/3/1960","12/18/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.southside.com","123735","70598","","0","139","52859","0","0","139"
"13919","0","521158","1105685","SouthTrust Bank, N.A.","George West","TX","78022","12/31/2014","2/18/2015","N","601 Guadalupe Street","LIVE OAK BANCSHARES CORPORATION","6","0","0","4","1","Live Oak","","","2/17/1934","2/20/1934","10/10/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.southtrust.com","14694","12650","","0","0","1949","0","95","0"
"18812","11137","423458","3558726","Southwest Bank","Fort Worth","TX","76109","12/31/2014","2/18/2015","SM","4100 International Plaza Sui","FIRST TEXAS BHC, INC.","16","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","7/1/1963","7/1/1963","7/28/2009","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.southwestbank.com","63109","61348","","0","48","1392","0","0","321"
"16652","0","561864","4415929","Southwest Bank","Odessa","TX","79762","12/31/2014","2/18/2015","NM","4800 East 42nd Street","ODESSA SOUTHWEST BANCSHARES, INC.","7","0","0","4","1","Ector","36220","Odessa, TX","12/15/1947","12/15/1957","1/1/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.southwbank.com","12059","10742","","0","71","1229","0","0","17"
"12258","13318","206156","1060168","Southwest Capital Bank","Las Vegas","NM","87701","12/31/2014","2/18/2015","NM","622 Douglas Avenue","LAS VEGAS BANCORPORATION, INC.","6","0","0","4","1","San Miguel","","","12/1/1890","1/1/1934","3/12/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","www.southwestcapital.com","12951","11375","","679","14","882","0","1","0"
"2147","9572","699534","1081538","Southwest Georgia Bank","Moultrie","GA","31768","12/31/2014","2/18/2015","NM","201 First Street S. E.","SOUTHWEST GEORGIA FINANCIAL CORPORATION","7","0","0","4","0","Colquitt","","","1/3/1928","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.sgfc.com","14708","12131","","0","85","2421","0","0","71"
"22876","10471","760854","1063552","Southwest Missouri Bank","Carthage","MO","64836","12/31/2014","2/18/2015","NM","300 West Third Street","SOUTHWEST MISSOURI BANCORPORATION, INC.","11","0","0","8","0","Jasper","27900","Joplin, MO","6/11/1979","6/11/1979","7/1/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","www.smbonline.com","24705","21346","","49","43","3257","0","2","8"
"4801","52229","499855","1131451","Southwest National Bank","Wichita","KS","67202","12/31/2014","2/18/2015","N","400 East Douglas Avenue","REPUBLIC FINANCIAL CORPORATION","7","0","0","4","1","Sedgwick","48620","Wichita, KS","1/1/1915","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.southwestnb.com","20270","18630","","0","23","1575","0","10","32"
"4076","14733","1014059","2912312","Southwest National Bank","Weatherford","OK","73096","12/31/2014","2/18/2015","N","720 East Main","SOUTHWEST CAPITAL, L.L.C.","2","0","0","8","0","Custer","","","6/4/1907","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.swnbank.com","2897","2294","","0","44","545","0","6","8"
"32460","8287","42671","0","Southwest Securities , FSB","Dallas","TX","75270","12/31/2014","2/18/2015","SA","1201 Elm Street, Suite 3500","","8","0","1","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","3/20/1986","3/20/1986","12/31/2014","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.southwestsecuritiesfsb.com","37299","26834","","5","434","10011","0","0","15"
"4195","16016","249153","0","Southwest State Bank","Sentinel","OK","73664","12/31/2014","2/18/2015","NM","122 East Main Street","","1","0","0","2","1","Washita","","","4/4/1911","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.southweststatebank.com","4129","3117","","0","1","979","0","1","31"
"34319","0","2625724","3234682","Southwestern National Bank","Houston","TX","77036","12/31/2014","2/18/2015","N","6901 Corporate Drive","SWNB BANCORP, INC.","5","0","0","4","1","Harris","26420","Houston-The Woodlands-Sugar Land, TX","11/3/1997","11/3/1997","6/17/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.swnbk.com","11166","7221","","0","240","3655","0","0","50"
"4735","0","276159","2411628","Southwind Bank","Natoma","KS","67651","12/31/2014","2/18/2015","NM","702 North Second Street","REPUBLIC BANCSHARES, INC.","2","0","0","2","0","Osborne","","","1/1/1909","1/1/1934","3/31/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.southwindbank.net","3420","2038","","0","0","1355","0","27","0"
"57787","0","3269590","3269602","Sovereign Bank","Dallas","TX","75252","12/31/2014","2/18/2015","NM","17950 Preston Rd , # 100","SOVEREIGN BANCSHARES, INC.","11","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","7/29/2004","7/29/2004","3/26/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.banksov.com","39788","30931","","0","39","8802","0","0","16"
"17598","13188","899736","1129869","Soy Capital Bank and Trust Company","Decatur","IL","62525","12/31/2014","2/18/2015","NM","1501 East Eldorado Street","SCB BANCORP, INC.","11","0","0","4","0","Macon","19500","Decatur, IL","5/25/1956","5/25/1956","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","WWW.SOYBANK.COM","10754","9423","","0","191","1137","0","3","0"
"5786","13790","871648","0","Spencer County Bank","Santa Claus","IN","47579","12/31/2014","2/18/2015","NM","55 North L J Koch Blvd.","","5","0","0","5","0","Spencer","","","8/19/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","www.spencercountybank.com","3828","2741","","0","4","1052","0","0","31"
"90282","7953","447100","3547010","Spencer Savings Bank","Spencer","MA","1562","12/31/2014","2/18/2015","SB","176 Main Street","SPENCER MHC","6","0","0","4","0","Worcester","49340","Worcester, MA-CT","4/5/1871","7/8/1985","3/3/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.SpencerBankonline.com","16181","15168","","0","118","889","0","6","0"
"30076","4693","845573","0","Spencer Savings Bank, SLA","Elmwood Park","NJ","7407","12/31/2014","2/18/2015","SA","River Dr Ctr 3-611 River Dr","","21","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","9/19/1939","9/19/1939","12/6/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","www.spencersavings.com","72843","60902","","0","30","11187","0","0","724"
"22327","16060","260868","3818390","Spirit of Texas Bank, SSB","College Station","TX","77840","12/31/2014","2/18/2015","SB","625 University Drive","ST FINANCIAL GROUP, INC.","14","0","0","4","0","Brazos","17780","College Station-Bryan, TX","9/7/1976","9/7/1976","12/13/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.spiritoftexasbank.com","34108","33366","","137","127","459","0","5","14"
"4048","11433","142955","1062135","SpiritBank","Tulsa","OK","74135","12/31/2014","2/18/2015","NM","4815 S. Harvard, Suite 100","SPIRIT BANKCORP, INC.","7","0","0","4","0","Tulsa","46140","Tulsa, OK","5/5/1916","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.spiritbank.com","35164","34179","","0","55","841","0","48","41"
"16908","0","397858","1063271","Spiro State Bank","Spiro","OK","74959","12/31/2014","2/18/2015","NM","1008 West Broadway","SPIRO BANCSHARES, INC.","2","0","0","7","0","Le Flore","22900","Fort Smith, AR-OK","5/15/1950","5/15/1950","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.spirostatebank.com","1479","910","","2","0","565","0","2","0"
"19389","0","90739","1081314","Spivey State Bank","Swainsboro","GA","30401","12/31/2014","2/18/2015","NM","211 North Main Street","PERSONS BANKING CO., INC.","2","0","0","4","1","Emanuel","","","8/1/1953","3/1/1965","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","www.spiveybank.com","3920","3601","","0","13","302","0","0","4"
"30987","6218","746979","0","Spratt Savings and Loan Association","Chester","SC","29706","12/31/2014","2/18/2015","SA","121 Saluda St","","2","0","0","7","0","Chester","16740","Charlotte-Concord-Gastonia, NC-SC","1/1/1893","4/14/1958","7/21/2011","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","www.sprattsavingsandloan.com","2971","1591","","0","54","1322","0","0","4"
"58668","0","3368925","3368916","Spring Bank","Bronx","NY","10452","12/31/2014","2/18/2015","NM","69 East 167th Street","CHECKSPRING COMMUNITY CORPORATION","2","0","0","4","0","Bronx","35620","New York-Newark-Jersey City, NY-NJ-PA","10/26/2007","10/26/2007","11/16/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","www.springbankny.com","6221","5895","","0","6","311","0","4","5"
"58780","0","3721605","0","Spring Bank","Brookfield","WI","53005","12/31/2014","2/18/2015","NM","16620 W Bluemound Rd, # 100a","","1","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","8/28/2008","8/28/2008","4/15/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","www.springbankwi.com","8495","8027","","0","118","348","0","0","2"
"22526","11638","457060","2693929","Spring Hill State Bank","Longview","TX","75604","12/31/2014","2/18/2015","NM","3700 Gilmer Road","SPRING HILL HOLDINGS CORPORATION","2","0","0","5","0","Gregg","30980","Longview, TX","9/19/1977","9/19/1977","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.springhillbank.com","7997","7912","","0","58","20","0","0","7"
"34386","0","2607412","3464340","Spring Valley Bank","Wyoming","OH","45215","12/31/2014","2/18/2015","NM","1206 Springfield Pike","SV BANCORP, INC.","1","0","0","4","1","Hamilton","17140","Cincinnati, OH-KY-IN","9/2/1997","9/2/1997","1/4/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.springvalleybank.com","3285","3230","","0","42","2","0","0","11"
"12087","0","452841","1139596","Spring Valley City Bank","Spring Valley","IL","61362","12/31/2014","2/18/2015","NM","315 North Cornelia Street","SPRING VALLEY BANCORP, INC.","1","0","0","8","0","Bureau","","","11/1/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.svcb.com","6673","4192","","0","61","2420","0","0","0"
"58892","0","3804535","3804517","Springfield First Community Bank","Springfield","MO","65804","12/31/2014","2/18/2015","NM","2006 South Glenstone Avenue","SPRINGFIELD BANCSHARES, INC.","1","0","0","4","1","Greene","44180","Springfield, MO","10/24/2008","10/24/2008","10/24/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","http://WWW.sfcbank.com","12544","12437","","0","61","2","0","1","43"
"8772","12032","197142","1119365","Springfield State Bank","Springfield","KY","40069","12/31/2014","2/18/2015","NM","125 East Main Street","SPRINGFIELD BANKSHARES, INC.","4","0","0","8","0","Washington","","","1/1/1911","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","http://www.springfieldstate.com","11475","7599","","0","1","3806","0","13","56"
"16379","15873","565152","1062096","Springfield State Bank","Springfield","NE","68059","12/31/2014","2/18/2015","NM","600 Main Street","SPRINGFIELD BANK COMPANY, INC.","1","0","0","2","1","Sarpy","36540","Omaha-Council Bluffs, NE-IA","2/23/1946","2/23/1946","5/12/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.SPRINGFIELDSTATEBANK.COM","1360","1029","","0","59","272","0","0","0"
"4419","13738","93543","1098385","Springs Valley Bank & Trust Company","French Lick","IN","47432","12/31/2014","2/18/2015","NM","8482 West State Road 56","SVB&T CORPORATION","3","0","0","4","0","Orange","","","1/1/1902","1/1/1934","3/17/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","www.svbt.com","10530","9033","","0","52","1352","0","7","86"
"15460","0","409265","1102554","Spur Security Bank","Spur","TX","79370","12/31/2014","2/18/2015","NM","120 West Harris Street","ESPUELA BANK SHARES, INC.","1","0","0","2","1","Dickens","","","12/23/1933","2/9/1937","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","","1312","675","","0","0","634","0","3","0"
"58021","0","3345449","3345430","Square 1 Bank","Durham","NC","27701","12/31/2014","2/18/2015","NM","406 Blackwell St, Suite 240","SQUARE 1 FINANCIAL, INC.","1","0","0","4","0","Durham","20500","Durham-Chapel Hill, NC","8/8/2005","8/8/2005","2/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","www.square1financial.com/bank/","104665","74763","","0","341","29435","0","41","85"
"29858","4215","995674","2623234","SSB Community Bank","Strasburg","OH","44680","12/31/2014","2/18/2015","SB","224 North Bodmer Avenue","STRASBURG BANCORP INC.","1","0","0","5","1","Tuscarawas","","","1/1/1924","12/29/1937","3/7/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.ssbonline.com","2239","2220","","0","0","0","0","0","19"
