cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,ntrcdsm,cd3less,cd3t12s,cd1t3s,cdov3s
"6176","0","370020","3137082","Pendleton Community Bank, Inc.","Franklin","WV","26807","12/31/2014","2/18/2015","NM","300 North Main Street","ALLEGHENY BANCSHARES, INC.","5","0","1","4","0","Pendleton","","","10/5/1925","1/1/1934","5/22/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.yourbank.com","57034","10499","18501","19668","8366"
"57844","0","3277988","3277979","Penn Liberty Bank","Wayne","PA","19087","12/31/2014","2/18/2015","NM","724 W Lancaster Ave Ste 210","PENN LIBERTY FINANCIAL CORP","13","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","9/1/2004","9/1/2004","12/31/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","www.pennlibertybank.com","41666","4773","14229","18444","4220"
"90208","0","635907","0","Pentucket  Bank","Haverhill","MA","1830","12/31/2014","2/18/2015","SB","One Merrimack Street","","5","0","1","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","10/8/1985","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","www.pentucketbank.com","60654","12646","23905","17270","6832"
"22756","8951","942539","1426782","People's Bank and Trust Company of Pickett County","Byrdstown","TN","38549","12/31/2014","2/18/2015","NM","19 Courthouse Square","EMPLOYEE STOCK OWNERSHIP TRUST OF PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY","1","0","0","4","0","Pickett","","","11/27/1978","11/27/1978","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","https://www.peoplesbankbyrdstown.com","34137","10112","18889","3548","1588"
"34146","0","2396592","4096645","People's Bank of Seneca","Seneca","MO","64865","12/31/2014","2/18/2015","NM","1615 Cherokee Avenue","PBS BANCSHARES, INC.","2","0","0","4","0","Newton","27900","Joplin, MO","3/15/1996","3/15/1996","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","peoplesbankofseneca.com","3845","1663","1559","326","297"
"27334","18027","613307","0","People's United Bank","Bridgeport","CT","6604","12/31/2014","2/18/2015","SA","850 Main Street","","411","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","7/6/1988","7/6/1988","2/13/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","www.peoples.com","3163267","1350499","1055916","668403","88449"
"58597","0","3548763","0","PeopleFirst Bank","Joliet","IL","60435","12/31/2014","2/18/2015","NM","3100 Theodore Street","","2","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/8/2007","1/8/2007","1/8/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.PeopleFirstBank.com","11913","1799","6557","3184","373"
"5956","12325","220527","2818245","Peoples Bank","Newton","NC","28658","12/31/2014","2/18/2015","NM","518 West C Street","PEOPLES BANCORP OF NORTH CAROLINA, INC.","23","0","0","4","0","Catawba","25860","Hickory-Lenoir-Morganton, NC","1/1/1912","1/1/1934","10/11/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","https://www.peoplesbanknc.com","99987","25176","44922","24272","5617"
"6158","12995","455972","1030947","Peoples Bank","Bellingham","WA","98226","12/31/2014","2/18/2015","NM","3100 Woburn Street","PEOPLES BANCORP","25","0","0","4","0","Whatcom","13380","Bellingham, WA","1/7/1921","1/1/1934","6/20/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","http://www.peoplesbank-wa.com","163280","39874","80348","30058","13000"
"9366","12640","70638","4189314","Peoples Bank","Mendenhall","MS","39114","12/31/2014","2/18/2015","NM","154 Maud Avenue","PEOPLES BANCSHARES, INC.","7","0","1","4","1","Simpson","27140","Jackson, MS","11/5/1908","1/1/1934","8/21/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","http://www.peoplesbank-ms.com","43949","10490","19155","11272","3034"
"27398","11115","1293078","1406953","Peoples Bank","Paris","TX","75460","12/31/2014","2/18/2015","NM","35 South Plaza","TEXAS PEOPLES NATIONAL BANCSHARES, INC.","3","0","0","8","1","Lamar","","","12/15/1988","12/15/1988","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.pbparis.com","11561","3116","6436","1391","618"
"16265","15434","998844","1249646","Peoples Bank","Rock Valley","IA","51247","12/31/2014","2/18/2015","NM","1230 Valley Drive","PEOPLES BANCORP","7","0","1","2","1","Sioux","","","6/1/1945","6/1/1945","1/10/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","www.peoples-ebank.com","79043","22370","26027","20104","10542"
"2320","14454","539452","2606321","Peoples Bank","Westville","OK","74965","12/31/2014","2/18/2015","NM","121 South Williams Avenue","PEOPLES COMMERCIAL BANCORP, INC.","2","0","0","2","1","Adair","","","2/3/1903","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.pb-ok.com","9820","4447","3939","968","465"
"35367","0","2886178","3182765","Peoples Bank","Elkhorn","WI","53121","12/31/2014","2/18/2015","NM","837 N. Wisconsin Street","PEOPLES BANCSHARES, INC.","3","0","0","4","0","Walworth","","","3/5/2001","3/5/2001","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.peoplesbankwi.com","30599","4374","12143","11819","2263"
"9489","11773","148238","4262525","Peoples Bank","Clifton","TN","38425","12/31/2014","2/18/2015","NM","129 Main Street","PB BANCSHARES, INC. EMPLOYEES STOCK OWNERSHIP PLAN","3","0","0","4","0","Wayne","","","1/1/1890","1/1/1934","3/5/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","pbbanking.com","26651","6918","10329","8744","660"
"9882","53020","278153","3236912","Peoples Bank","Tulsa","OK","74150","12/31/2014","2/18/2015","NM","445 South Lewis Avenue","PEOPLES STATE BANCSHARES, INC.","2","0","0","4","1","Tulsa","46140","Tulsa, OK","1/1/1907","1/1/1934","2/12/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.peoplesbanktulsa.com","5830","1802","3126","676","226"
"57058","0","2939391","4639435","PEOPLES BANK","Sheridan","AR","72150","12/31/2014","2/18/2015","SM","1120 South Rock Street","PEOPLES BANCORP, INC.","2","0","0","4","0","Grant","30780","Little Rock-North Little Rock-Conway, AR","9/13/2000","9/13/2000","6/28/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","http://www.peoplesbankar.com","16167","5531","8748","1887","0"
"4751","15399","177957","1995103","Peoples Bank","Lawrence","KS","66049","12/31/2014","2/18/2015","SM","4831 West 6th Street","WINTER TRUST OF 12/3/74","13","0","1","4","0","Douglas","29940","Lawrence, KS","11/8/1871","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","http://www.bankingunusual.com","27881","6895","16358","4186","442"
"19788","0","819855","2814528","Peoples Bank","Lubbock","TX","79424","12/31/2014","2/18/2015","SM","5820 82nd Street","PEOPLES BANCORP, INC.","7","0","0","2","0","Lubbock","31180","Lubbock, TX","2/13/1968","2/13/1968","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.peoplesbanktexas.com","28501","7036","14830","5753","882"
"15216","14483","715032","1081725","Peoples Bank","Lyons","GA","30436","12/31/2014","2/18/2015","NM","299 West Liberty Street","SOUTH GEORGIA BANKSHARES CORPORATION","3","0","0","4","0","Toombs","","","1/1/1931","7/2/1935","6/2/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.ourpeoplesbank.com","7532","2445","4122","965","0"
"9328","0","923257","0","Peoples Bank","Chatham","LA","71226","12/31/2014","2/18/2015","NM","Front And Barnett Streets","","1","0","0","4","0","Jackson","","","1/1/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","","5517","1660","2935","922","0"
"1562","10019","519445","1928727","Peoples Bank","Lebanon","KY","40033","12/31/2014","2/18/2015","NM","265 Old Springfield Road","COMMUNITY FINANCIAL OF KENTUCKY, INC.","2","0","0","4","0","Marion","","","9/16/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","http://www.pboflebanon.com","8826","2606","3472","2060","686"
"12230","10084","948250","2618427","Peoples Bank","Cuba","MO","65453","12/31/2014","2/18/2015","NM","408 W, Washington Street","PEOPLES BANCORPORATION, INC.","5","0","0","4","1","Crawford","","","6/22/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.peoplesbk.com","19669","2472","6338","10160","699"
"14636","0","723756","3343070","Peoples Bank","Coldwater","KS","67029","12/31/2014","2/18/2015","SM","101 East Main Street","STOCKGROWERS STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","2","1","Comanche","","","12/5/1905","8/6/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.peoplesbankcoldwater.com","11303","4093","6401","809","0"
"17320","10767","922344","1209480","Peoples Bank & Trust","Pana","IL","62557","12/31/2014","2/18/2015","NM","200 South Locust Street","PEOPLE FIRST BANCSHARES, INC.","11","0","0","2","1","Christian","","","5/1/1954","5/1/1954","8/7/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","http://www.bankpbt.com","57775","19185","15278","17651","5661"
"25795","0","109136","3466504","Peoples Bank & Trust","Buford","GA","30518","12/31/2014","2/18/2015","NM","1899 Buford Highway","PEOPLES BANKTRUST, INC.","1","0","0","4","0","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","12/13/1984","12/13/1984","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","WWW.PEOPLESBANKTRUST.COM","61145","11151","30864","13006","6124"
"8903","14347","909055","1097173","Peoples Bank & Trust Co.","Troy","MO","63379","12/31/2014","2/18/2015","SM","430 East Wood Street","LINCOLN COUNTY BANCORP, INC.","7","0","0","4","1","Lincoln","41180","St. Louis, MO-IL","3/10/1924","1/1/1934","9/22/2007","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","pbtc.net","76426","17509","33217","19839","5861"
"8129","11241","282048","1096420","Peoples Bank & Trust Company","Owenton","KY","40359","12/31/2014","2/18/2015","NM","101 North Main Street","OWENTON BANCORP, INC.","1","0","0","2","1","Owen","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","www.peoplesowenton.com","9933","2754","4068","2247","864"
"1475","0","28732","1131554","Peoples Bank & Trust Company","Manchester","TN","37355","12/31/2014","2/18/2015","NM","1203 Hillsboro Boulevard","PEOPLES BANCORP, INC.","1","0","0","4","0","Coffee","","","7/6/1905","1/1/1934","11/24/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","www.bankwithpeoples.com","10297","2822","5256","2146","73"
"12438","0","857147","1133950","Peoples Bank & Trust Company","North Carrollton","MS","38947","12/31/2014","2/18/2015","NM","106 E Main St","PEOPLES COMMERCE CORPORATION","2","0","0","7","0","Carroll","","","1/1/1918","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","","19103","2885","6712","6565","2941"
"8117","10834","814711","1357082","Peoples Bank & Trust Company of Hazard","Hazard","KY","41701","12/31/2014","2/18/2015","SM","524 Main Street","HAZARD BANCORP","7","0","0","4","1","Perry","","","3/19/1923","1/1/1934","6/19/2009","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.peopleshazard.com","56697","13394","33263","9235","805"
"1365","12788","153353","1248658","Peoples Bank and Trust Company","Mcpherson","KS","67460","12/31/2014","2/18/2015","NM","101 South Main Street","PBT BANCSHARES, INC.","12","0","0","4","0","Mcpherson","","","11/1/1898","1/1/1934","2/11/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.peoplesbankonline.com","53559","12064","22138","16308","3049"
"2331","15697","243955","0","Peoples Bank and Trust Company","Ryan","OK","73565","12/31/2014","2/18/2015","NM","517 Washington Street","","1","0","0","2","1","Jefferson","","","3/5/1906","1/1/1934","7/17/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.peoplesbankusa.com","4016","766","1257","1529","464"
"58172","0","3335301","1426782","Peoples Bank and Trust Company of Clinton County","Albany","KY","42602","12/31/2014","2/18/2015","NM","403 North Cross Street","EMPLOYEE STOCK OWNERSHIP TRUST OF PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY","1","0","0","8","0","Clinton","","","3/20/2006","3/20/2006","6/2/2014","Stock","0","0","FDIC","DIF","Chicago","DALLAS","Elizabethtown","St. louis","Central","Southeast","https://www.peoplesbankalbany.com","7781","1970","3260","1630","921"
"20281","12646","746513","1966671","Peoples Bank and Trust Company of Madison County","Berea","KY","40403","12/31/2014","2/18/2015","SM","419 Chestnut Street","WHITAKER BANK CORPORATION OF KENTUCKY","11","0","0","4","0","Madison","","","10/19/1970","10/19/1970","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.whitakerbank.com","58921","17401","33671","5190","2659"
"23090","15605","8033","1084883","Peoples Bank and Trust Company of Pointe Coupee Parish","New Roads","LA","70760","12/31/2014","2/18/2015","NM","805 Hospital Road","PEOPLES BANCSHARES OF POINTE COUPEE PARISH, INC.","3","0","0","4","0","Pointe Coupee","12940","Baton Rouge, LA","3/31/1980","3/31/1980","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","WWW.THEFRIENDLYBANK.COM","39717","10210","23074","5736","697"
"5347","10918","456157","1863659","Peoples Bank Midwest","Hayward","WI","54843","12/31/2014","2/18/2015","SM","10583 Main","HAYWARD BANCSHARES, INC.","3","0","1","4","1","Sawyer","","","3/2/1925","1/1/1934","12/7/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.pbmbank.com","20468","4045","8641","6215","1567"
"16970","10588","995517","2356701","Peoples Bank of  Kentucky, Inc.","Flemingsburg","KY","41041","12/31/2014","2/18/2015","NM","106 South Main","PEOPLES OF FLEMING COUNTY BANCORP, INC.","8","0","0","2","0","Fleming","","","4/6/1906","12/27/1950","1/1/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","http://www.pbfco.com","60709","14417","26710","13547","6034"
"22537","13233","60330","1136595","Peoples Bank of Alabama","Cullman","AL","35055","12/31/2014","2/18/2015","NM","1912 Cherokee Avenue, Sw","ALTRUST FINANCIAL SERVICES, INC.","24","0","0","4","1","Cullman","","","10/24/1977","10/24/1977","8/18/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.peoplesbankal.com","57320","13217","25223","13294","5585"
"12226","15375","941541","1097173","Peoples Bank of Altenburg","Altenburg","MO","63732","12/31/2014","2/18/2015","SM","8537 Main St","LINCOLN COUNTY BANCORP, INC.","2","0","0","8","1","Perry","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","peoplesoa.com","12571","3363","7429","1593","186"
"35604","0","2967796","0","PEOPLES BANK OF BEDFORD COUNTY","Shelbyville","TN","37160","12/31/2014","2/18/2015","NM","1122 North Main Street","","1","0","0","4","0","Bedford","","","12/11/2000","12/11/2000","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","HTTPS://WWW.PBOBC.COM","22382","5088","10513","4671","2110"
"10192","11597","151751","1127913","Peoples Bank of Commerce","Cambridge","MN","55008","12/31/2014","2/18/2015","NM","234 First Avenue East","DUKE FINANCIAL GROUP, INC.","6","0","0","4","1","Isanti","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/28/1916","1/1/1934","4/17/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.e-peoplesbank.com","25133","5650","14356","4698","429"
"34685","0","2661861","0","Peoples Bank of Commerce","Medford","OR","97504","12/31/2014","2/18/2015","NM","1311 Barnett Rd. Suite 301","","5","0","0","4","0","Jackson","32780","Medford, OR","3/2/1998","3/2/1998","11/12/2012","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.peoplesbankofcommerce.com","8104","994","2118","4770","222"
"26941","0","639857","1144077","Peoples Bank of Deer Lodge","Deer Lodge","MT","59722","12/31/2014","2/18/2015","NM","430 Main Street","SANDQUIST CORP.","1","0","0","8","0","Powell","","","4/9/1987","4/9/1987","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","www.pbdl.net","3011","1199","1128","601","83"
