cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"23551","0","766052","0","Community Bank of El Dorado Springs","El Dorado Spring","MO","64744","12/31/2014","2/18/2015","NM","Highway 54 And Main Street","","1","0","0","2","1","Cedar","","","10/1/1981","10/1/1981","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","","3501","473","3028","120","298","0","186","0","112","1352","838","26","488","1854","0","0","1854","0","1854","0","1854","6","880","0","1854"
"33805","0","2044820","2066390","Community Bank of Elmhurst","Elmhurst","IL","60126","12/31/2014","2/18/2015","SM","330 West Butterfield Road","COMMUNITY BANCSHARES OF ELMHURST, INC.","3","0","0","5","1","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/24/1993","5/24/1993","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.communityelmhurst.com","4436","261","4175","375","270","0","112","0","158","4486","2175","495","1816","-416","92","0","-324","0","-324","0","-324","197","0","0","-416"
"21258","13520","999430","1084511","Community Bank of Florida, Inc.","Homestead","FL","33033","12/31/2014","2/18/2015","NM","28801 S.W. 157th Avenue","COMMUNITY BANK OF SOUTH FLORIDA, INC.","11","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","10/9/1973","10/9/1973","11/14/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","www.communitybankfl.com","19748","1785","17963","625","3370","0","2339","0","1031","18241","8992","2095","7154","2467","0","0","2467","0","2467","0","2467","706","0","0","2467"
"57579","0","3213333","3213324","Community Bank of Georgia","Baxley","GA","31513","12/31/2014","2/18/2015","NM","700 West Parker Street","COMMUNITY BANK OF GEORGIA, INC.","1","0","0","4","0","Appling","","","5/11/2004","5/11/2004","3/31/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.communitybankga.com","3049","346","2703","150","349","0","264","0","85","1948","968","171","809","954","0","325","629","0","629","0","629","146","0","0","629"
"13951","13021","974754","1106365","Community Bank of Louisiana","Mansfield","LA","71052","12/31/2014","2/18/2015","NM","118 Jefferson","MANSFIELD BANCSHARES, INC.","10","0","0","7","1","De Soto","43340","Shreveport-Bossier City, LA","10/1/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","www.communitybankofla.com","11746","703","11043","500","2373","0","1610","0","763","8435","4224","1240","2971","4481","573","0","5054","0","5054","0","5054","388","4000","0","4481"
"22636","0","706656","2647360","Community Bank of Marshall","Marshall","MO","65340","12/31/2014","2/18/2015","NM","811 W. College St.","MARSHALL COMMUNITY BANCSHARES, INC.","7","0","0","2","0","Saline","","","5/1/1978","5/1/1978","1/10/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","www.communitybankmarshall.com","3729","452","3277","54","1041","0","369","0","672","2993","1784","342","867","1271","4","304","971","0","971","0","971","8","365","0","967.96"
"35094","0","2724766","1097995","Community Bank of Memphis","Memphis","MO","63555","12/31/2014","2/18/2015","NM","112 East Madison","CLARK COUNTY BANCSHARES, INC.","1","0","0","2","0","Scotland","","","3/20/1999","3/20/1999","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","http://www.communitybankofmemphis.com","1373","298","1075","42","99","0","71","0","28","772","420","156","196","360","12","129","243","0","243","0","243","2","0","0","235.2"
"8879","10896","460033","2313544","Community Bank of Mississippi","Forest","MS","39074","12/31/2014","2/18/2015","NM","323 East Third Street","COMMUNITY BANCSHARES OF MISSISSIPPI, INC. EMPLOYEE STOCK OWNERSHIP PLAN","13","0","1","4","0","Scott","","","8/14/1905","1/1/1934","4/6/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","www.communitybank.net","31296","2019","29277","425","4198","0","2118","0","2080","21542","11394","1768","8380","11508","-239","3962","7307","0","7307","0","7307","403","6950","27","7462.35"
"57141","0","3005097","3005248","Community Bank of Missouri","Richmond","MO","64085","12/31/2014","2/18/2015","NM","904 Walton Way","MISSOURI BANCORP, INC.","2","0","0","4","0","Ray","28140","Kansas City, MO-KS","5/7/2001","5/7/2001","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.communitybankmissouri.com","2390","254","2136","0","375","0","116","0","259","2049","995","275","779","462","0","106","356","0","356","0","356","115","150","0","356"
"6196","0","567754","1140088","Community Bank of Northern Wisconsin","Rice Lake","WI","54868","12/31/2014","2/18/2015","NM","1204 West Knapp Street","OLD MURRY BANCORP","5","0","0","2","1","Barron","","","5/5/1919","1/1/1934","5/31/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","www.cbnwi.com","6169","972","5197","154","380","0","252","0","128","4024","2278","616","1130","1399","-1","4","1394","0","1394","0","1394","60","641","0","1395"
"34325","0","2445052","2445098","Community Bank of Oak Park River Forest","Oak Park","IL","60301","12/31/2014","2/18/2015","NM","1001 Lake Street","OAK PARK RIVER FOREST BANKSHARES, INC.","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/4/1996","11/4/1996","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.cboprf.com","9109","675","8434","0","1229","0","436","0","793","8486","4520","1340","2626","1177","0","-2007","3184","0","3184","0","3184","3915","0","0","3184"
"34857","0","2702764","1204887","Community Bank of Oelwein","Oelwein","IA","50662","12/31/2014","2/18/2015","NM","150 1st Street, S.E.","FIRST BELMOND BANCORPORATION","1","0","0","2","0","Fayette","","","10/1/1998","10/1/1998","5/15/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.bankoelwein.com","3140","990","2150","0","439","2","116","0","321","1145","562","160","423","1444","254","364","1334","0","1334","0","1334","-16","191","0","1133.34"
"4217","0","412452","0","COMMUNITY BANK OF OKLAHOMA","Verden","OK","73092","12/31/2014","2/18/2015","NM","101 West Highway 62","","2","0","0","4","1","Grady","36420","Oklahoma City, OK","8/1/1907","1/1/1934","4/7/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","","1717","67","1650","51","247","0","114","0","133","1522","824","158","540","324","0","6","318","0","318","0","318","96","194","0","318"
"19681","9628","901134","1479144","Community Bank of Parkersburg","Parkersburg","WV","26101","12/31/2014","2/18/2015","NM","631 Juliana Street","COMMUNITY BANKSHARES, INC.","4","0","0","5","1","Wood","37620","Parkersburg-Vienna, WV","3/1/1967","3/1/1967","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.communitybankpkbg.com","10118","930","9188","12","2106","0","560","0","1546","8714","3634","1029","4051","2568","0","0","2568","0","2568","0","2568","302","2625","0","2568"
"35513","0","2943615","3180408","Community Bank of Pickens County","Jasper","GA","30143","12/31/2014","2/18/2015","NM","15 Sammy Mcghee Blvd","COMMUNITY BANKS OF GEORGIA, INC.","2","0","0","4","0","Pickens","12060","Atlanta-Sandy Springs-Roswell, GA","10/2/2000","10/2/2000","6/1/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.cbopc.com","15314","3116","12198","2030","3162","0","591","0","2571","8734","3350","609","4775","4596","0","1572","3024","0","3024","0","3024","2041","0","0","3024"
"58423","0","3448425","1974630","Community Bank of Pleasant Hill","Pleasant Hill","MO","64080","12/31/2014","2/18/2015","NM","2401 North Highway 7","LOLYN FINANCIAL CORPORATION","1","0","0","4","0","Cass","28140","Kansas City, MO-KS","12/4/2006","12/4/2006","5/21/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.cbphonline.net","1471","115","1356","7","1471","1030","265","0","176","2681","1176","451","1054","139","-2","0","137","0","137","0","137","7","0","0","139"
"22867","0","716851","1974630","Community Bank of Raymore","Raymore","MO","64083","12/31/2014","2/18/2015","NM","801 West Foxwood Drive","LOLYN FINANCIAL CORPORATION","3","0","0","4","1","Cass","28140","Kansas City, MO-KS","5/15/1979","5/15/1979","5/7/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.cbronline.net","5702","394","5308","823","7044","5386","550","0","1108","8974","3484","1324","4166","2555","-7","4","2544","0","2544","0","2544","2016","2030","0","2551"
"57073","0","2997216","0","Community Bank of Santa Maria","Santa Maria","CA","93454","12/31/2014","2/18/2015","NM","1421 South Broadway","","3","0","0","4","0","Santa Barbara","42200","Santa Maria-Santa Barbara, CA","3/1/2001","3/1/2001","1/21/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","http://WWW.YOURCBSM.COM","7663","312","7351","0","661","0","377","0","284","6898","3590","728","2580","1114","0","380","734","0","734","0","734","84","0","52","734"
"14776","0","257466","0","COMMUNITY BANK OF SNYDER","Snyder","TX","79549","12/31/2014","2/18/2015","NM","1715 25th Street","","1","0","0","8","0","Scurry","","","5/13/1905","9/27/1934","11/5/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.cbankofsnyder.com","3812","182","3630","0","338","0","132","0","206","3142","1746","347","1049","826","0","156","670","0","670","0","670","19","705","0","670"
"34210","0","2483438","0","Community Bank of the Bay","Oakland","CA","94612","12/31/2014","2/18/2015","NM","180 Grand Ave., Suite 1550","","2","0","0","4","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","7/22/1996","7/22/1996","12/24/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.bankcbb.com","8563","692","7871","400","1716","0","449","0","1267","7028","3770","1125","2133","2159","48","500","1707","0","1707","0","1707","14","81","289","1670.04"
"30903","6091","697978","2523389","Community Bank of the Chesapeake","Waldorf","MD","20601","12/31/2014","2/18/2015","SM","3035 Leonardtown Road","COMMUNITY FINANCIAL CORPORATION, THE","11","0","1","4","0","Charles","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1950","10/23/1957","10/18/2013","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","cbtc.com","41994","6393","35601","2653","3840","0","1030","0","2810","24808","15126","2371","7311","11980","19","4365","7634","0","7634","0","7634","2310","3500","0","7621.84"
"4646","0","725853","1053384","Community Bank of the Midwest","Great Bend","KS","67530","12/31/2014","2/18/2015","NM","2220 Broadway","MIDWEST COMMUNITY BANCSHARES, INC.","5","0","0","2","1","Barton","","","10/20/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.communitybankmidwest.com","5591","317","5274","120","652","0","222","0","430","3950","2391","615","944","1856","0","44","1812","0","1812","0","1812","-21","487","0","1812"
"35036","0","2837200","3219764","Community Bank of the South","Smyrna","GA","30080","12/31/2014","2/18/2015","NM","3016 Atlanta Road","CBS FINANCIAL CORPORATION","4","0","0","4","1","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","8/2/1999","8/2/1999","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","WWW.CBSOUTH.COM","15951","2073","13878","-600","-1101","0","368","0","-1469","8278","4749","803","2726","5099","-68","0","5031","0","5031","0","5031","2111","0","52","5099"
"35212","0","2860039","3450530","Community Bank of the South","Merritt Island","FL","32953","12/31/2014","2/18/2015","NM","277 N. Sykes Creek Parkway","CBOS BANKSHARES, INC.","3","0","0","7","0","Brevard","37340","Palm Bay-Melbourne-Titusville, FL","11/29/1999","11/29/1999","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.cbosdirect.com","3601","468","3133","-368","325","0","121","0","204","2952","1695","365","892","874","37","227","684","0","684","0","684","418","2200","1","656.25"
"18889","0","255547","3436927","Community Bank of Trenton","Trenton","IL","62293","12/31/2014","2/18/2015","NM","104 East Broadway","CBT BANCORP, INC.","1","0","0","8","1","Clinton","41180","St. Louis, MO-IL","9/17/1963","9/17/1963","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.banktrenton.com","2912","521","2391","317","481","0","163","0","318","1855","867","214","774","700","0","7","693","0","693","0","693","341","322","0","693"
"35118","53392","2775692","4440015","Community Bank of Wichita, Inc.","Wichita","KS","67228","12/31/2014","2/18/2015","NM","11330 East 21st Street","LUXURY DEVELOPMENT PARTNERS, INC.","2","0","0","4","0","Sedgwick","48620","Wichita, KS","8/16/1999","8/16/1999","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.communitybankwichita.com","3552","397","3155","225","384","0","134","0","250","2692","1643","299","750","622","64","226","460","0","460","0","460","185","226","0","417.12"
"57468","0","3139321","3139312","Community Bank Owatonna","Owatonna","MN","55060","12/31/2014","2/18/2015","NM","640 Bridge Street","COMMUNITY FINANCIAL CORPORATION","1","0","0","4","0","Steele","","","1/13/2003","1/13/2003","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.cbowatonna.com","2265","308","1957","37","195","0","72","0","123","1638","853","243","542","477","-6","154","317","0","317","0","317","-32","326","0","321.02"
"34121","0","2376464","2313544","Community Bank, Coast","Biloxi","MS","39530","12/31/2014","2/18/2015","NM","677 Dr Martin Luther King Jr","COMMUNITY BANCSHARES OF MISSISSIPPI, INC. EMPLOYEE STOCK OWNERSHIP PLAN","14","0","1","4","0","Harrison","25060","Gulfport-Biloxi-Pascagoula, MS","1/22/1996","1/22/1996","11/12/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","www.communitybank.net","27329","3127","24202","592","3486","0","1652","0","1834","19784","8877","2333","8574","7312","-70","2508","4734","0","4734","0","4734","976","4250","134","4779.5"
"1979","13504","685555","1123661","Community Bank, Inc.","Ronan","MT","59864","12/31/2014","2/18/2015","SM","63239 Us Highway 93","MONTANA COMMUNITY BANKS, INC.","8","0","0","4","1","Lake","","","1/1/1910","1/1/1934","6/30/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","WWW.COMMBANK.NET","6890","528","6362","0","2014","0","371","0","1643","7109","4078","1078","1953","1267","0","0","1267","0","1267","0","1267","182","900","0","1267"
"12238","0","300250","2827313","Community Bank, National Association","Summersville","MO","65571","12/31/2014","2/18/2015","N","120 North Main Street","SUMMERSVILLE BANCORPORATION, INC.","3","0","0","2","1","Texas","","","4/15/1904","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","http://www.communitybank-na.com","2355","273","2082","-200","406","0","292","0","114","2067","1008","359","700","621","-1","0","620","0","620","0","620","-9","1060","0","621"
"6989","10251","202907","1048867","Community Bank, National Association","Canton","NY","13617","12/31/2014","2/18/2015","N","45-49 Court Street","COMMUNITY BANK SYSTEM, INC.","194","0","1","9","0","Saint Lawrence","","","1/1/1866","1/1/1934","12/13/2013","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.communitybankna.com","256131","9407","246724","9135","76792","5206","29475","0","42111","192564","101279","27636","63649","121817","0","35059","86758","0","86758","0","86758","8016","57200","0","86758"
"11438","0","653349","2313544","Community Bank, North Mississippi","Amory","MS","38821","12/31/2014","2/18/2015","NM","900 North Main Street","COMMUNITY BANCSHARES OF MISSISSIPPI, INC. EMPLOYEE STOCK OWNERSHIP PLAN","7","0","0","4","0","Monroe","","","5/20/1912","1/1/1934","3/31/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","www.communitybank.net","17207","1779","15428","180","2627","0","1355","0","1272","13035","5551","1696","5788","4840","57","1733","3164","0","3164","0","3164","1039","2400","40","3126.95"
"33953","14726","2253725","2936103","Community Bank-Wheaton/Glen Ellyn","Glen Ellyn","IL","60137","12/31/2014","2/18/2015","NM","357 Roosevelt Road","COMMUNITY FINANCIAL SHARES, INC.","4","0","0","4","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/21/1994","11/21/1994","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.cbwge.com","11740","1260","10480","-75","1800","0","370","0","1430","10478","5730","1206","3542","1877","-15","-3956","5818","0","5818","0","5818","-18","0","0","5833"
"26871","0","77422","3848632","Community Bankers' Bank","Midlothian","VA","23113","12/31/2014","2/18/2015","SM","2601 Promenade Parkway","CBB FINANCIAL CORP.","1","0","0","4","0","Chesterfield","40060","Richmond, VA","1/2/1987","1/2/1987","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","","4260","432","3828","100","2881","0","1845","0","1036","6105","2939","316","2850","504","0","39","465","0","465","0","465","302","0","350","465"
"34160","15999","553038","2530118","Community Banking Company of Fitzgerald","Fitzgerald","GA","31750","12/31/2014","2/18/2015","NM","102 West Roanoke Drive","CBC HOLDING COMPANY","2","0","0","4","0","Ben Hill","","","4/19/1996","4/19/1996","2/27/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.communitybankoffitzgerald.com","5015","502","4513","240","1013","0","556","0","457","3498","1852","281","1365","1788","21","279","1530","0","1530","0","1530","27","482","0","1512.15"
