cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,ntrtmlg,cd3les,cd3t12,cd1t3,cdov3
"4629","15839","1012055","1066441","Peoples Exchange Bank","Belleville","KS","66935","12/31/2014","2/18/2015","SM","1404 28th Street","AMERICAN STATE BANCSHARES, INC.","3","0","0","2","0","Republic","","","8/1/1910","1/1/1934","1/12/2009","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.pebank.net","5199","1570","950","713","1966"
"8785","13966","129910","1246944","Peoples Exchange Bank","Stanton","KY","40380","12/31/2014","2/18/2015","NM","53 East Pendleton Street","GENBEACH CO., INC.","12","0","0","4","0","Powell","","","9/13/1912","1/1/1934","2/6/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","www.pebank.com","39846","6677","24380","7840","949"
"70","0","42037","1138870","Peoples Exchange Bank of Monroe County","Monroeville","AL","36460","12/31/2014","2/18/2015","NM","2013 Highway 21 Bypass","PEOPLES EXCHANGE BANCSHARES, INC.","1","0","0","4","0","Monroe","","","8/23/1907","1/1/1934","12/20/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","www.pebmc.com","6188","939","4295","954","0"
"29703","3917","210779","0","Peoples Federal Savings and Loan Association","Sidney","OH","45365","12/31/2014","2/18/2015","SA","101 E Court St","","4","0","0","5","0","Shelby","","","1/1/1886","1/22/1937","11/2/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","PEOPLESFEDERALSandL.COM","8127","675","1867","3533","2052"
"29861","4223","991470","0","Peoples Federal Savings Bank","Brighton","MA","2135","12/31/2014","2/18/2015","SA","435 Market St","","8","0","0","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","6/19/1937","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","www.pfsb.com","59205","9996","21522","24944","2743"
"29789","4091","602972","0","Peoples Federal Savings Bank of DeKalb County","Auburn","IN","46706","12/31/2014","2/18/2015","SA","212 West Seventh Street","","16","0","1","8","0","De Kalb","","","1/1/1925","5/15/1937","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.peoplesfed.com","33335","5132","8446","11770","7987"
"30688","5752","363778","0","Peoples First Savings Bank","Mason","OH","45040","12/31/2014","2/18/2015","SA","225 Reading Road","","2","0","0","5","0","Warren","17140","Cincinnati, OH-KY-IN","1/1/1909","7/2/1954","1/4/2012","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","www.peoplesfirstohio.com","8973","2250","2837","3226","660"
"27233","0","1188987","1918755","Peoples Independent Bank","Boaz","AL","35957","12/31/2014","2/18/2015","NM","121 Billy B. Dyar Boulevard","PEOPLES INDEPENDENT BANCSHARES, INC.","6","0","0","4","1","Marshall","","","5/2/1988","5/2/1988","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.pibonline.com","22710","4238","9794","6648","2030"
"22211","11057","602356","1995103","Peoples National Bank","Colorado Springs","CO","80918","12/31/2014","2/18/2015","N","5175 N. Academy Boulevard","WINTER TRUST OF 12/3/74","7","0","0","5","0","El Paso","17820","Colorado Springs, CO","1/16/1976","1/16/1976","5/31/2013","Stock","0","0","OCC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","http://www.epeoples.com","13414","2287","5890","4254","983"
"26687","12093","483537","1363793","Peoples National Bank","Niceville","FL","32578","12/31/2014","2/18/2015","N","1020 John Sims Parkway","BANKSHARES CORPORATION OF NICEVILLE","3","0","0","4","0","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","6/16/1986","6/16/1986","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Pensacola","Atlanta","Southern","Southeast","www.pnbon.com","17239","5652","9443","2144","0"
"3809","11689","375043","1250437","Peoples National Bank , N.A.","Mount Vernon","IL","62864","12/31/2014","2/18/2015","N","520 South 42nd Street","MARKET STREET BANCSHARES, INC.","20","0","1","2","1","Jefferson","","","3/1/1909","1/1/1934","10/27/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.peoplesnationalbank.com","169979","63200","74098","21638","11043"
"926","0","823133","1491801","Peoples National Bank of Kewanee","Kewanee","IL","61443","12/31/2014","2/18/2015","N","207 North Tremont Street","PEOPLES FINANCIAL CORP. OF ILLINOIS, INC.","7","0","0","8","0","Henry","19340","Davenport-Moline-Rock Island, IA-IL","3/1/1928","1/1/1934","6/6/2008","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.pnb-kewanee.com","16029","2068","7338","4905","1718"
"30065","4674","654579","0","Peoples Savings and Loan Association of Monticello Indiana","Monticello","IN","47960","12/31/2014","2/18/2015","SA","126 Court St","","1","0","0","5","0","White","","","1/1/1899","12/16/1939","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","","1696","559","521","416","200"
"29813","4132","605571","0","Peoples Savings and Loan Company","Bucyrus","OH","44820","12/31/2014","2/18/2015","SA","300 South Walnut Street","","2","0","0","8","0","Crawford","","","1/1/1888","4/23/1937","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.peoplessavingsandloan.com","18104","10360","2805","4939","0"
"5818","12143","679246","1210570","Peoples Savings Bank","Elma","IA","50628","12/31/2014","2/18/2015","NM","328 Main Street","R & J FINANCIAL CORPORATION, INC.","1","0","0","2","1","Howard","","","1/1/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.psbiowa.com","7492","1632","1618","1879","2363"
"16363","0","1013744","1200067","Peoples Savings Bank","Montezuma","IA","50171","12/31/2014","2/18/2015","NM","106 South Second Street","ARENDT'S, INC.","1","0","0","2","1","Poweshiek","","","1/21/1946","1/21/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.peoplesbankmonte.com","3034","704","1731","599","0"
"225","0","868844","1203910","Peoples Savings Bank","Crawfordsville","IA","52621","12/31/2014","2/18/2015","NM","100 South Main","COUNTRY BANCORPORATION","2","0","0","2","0","Washington","26980","Iowa City, IA","10/17/1912","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.peoples-savings-bank.com","2284","456","475","1053","300"
"34973","0","2732565","2732574","Peoples Savings Bank","Indianola","IA","50125","12/31/2014","2/18/2015","NM","400 East Iowa Avenue","CENTRAL SOUTH BANCORPORATION, INC.","6","0","0","7","0","Warren","19780","Des Moines-West Des Moines, IA","11/20/1998","11/20/1998","10/4/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.mybankpsb.com","16601","3807","5827","6175","792"
"14868","11728","136048","1210468","Peoples Savings Bank","Wellsburg","IA","50680","12/31/2014","2/18/2015","NM","414 N Adams St","PSB CORPORATION","3","0","0","2","0","Grundy","47940","Waterloo-Cedar Falls, IA","1/1/1934","10/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.bankpsb.com","19820","8773","4991","6056","0"
"15264","12921","242257","0","Peoples Savings Bank of Rhineland","Rhineland","MO","65069","12/31/2014","2/18/2015","NM","101 Bluff Street","","7","0","0","4","0","Montgomery","","","8/12/1935","8/21/1935","10/17/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","www.ourpsb.com","14533","1327","5140","5845","2221"
"7514","9249","278818","1139541","Peoples Security Bank and Trust Company","Scranton","PA","18503","12/31/2014","2/18/2015","NM","150 North Washington Avenue","PEOPLES FINANCIAL SERVICES CORPORATION","27","0","1","4","0","Lackawanna","42540","Scranton-Wilkes-Barre-Hazleton, PA","1/1/1905","1/1/1934","8/6/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","www.peoplesnatbank.com","115552","25348","36893","29768","23543"
"850","0","601733","1426906","Peoples Southern Bank","Clanton","AL","35045","12/31/2014","2/18/2015","SM","620 Second Avenue North","PSB BANCSHARES, INC.","3","0","0","7","1","Chilton","13820","Birmingham-Hoover, AL","1/1/1901","1/1/1934","2/24/2011","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.PEOPLESSOUTHERN.COM","19665","9334","9412","919","0"
"9950","15335","373058","1842971","Peoples State Bank","Summit","SD","57266","12/31/2014","2/18/2015","NM","401 Maple St","NORTHEAST BANCORP, INC.","3","0","0","2","1","Roberts","","","9/12/1927","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","www.peoplesstatesd.com","9266","1464","2222","3688","1892"
"34702","0","2650333","2650324","Peoples State Bank","Lake City","FL","32025","12/31/2014","2/18/2015","NM","350 Sw Main Boulevard","PSB BANCGROUP, INC.","2","0","0","4","0","Columbia","","","4/28/1999","4/28/1999","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","www.psb.biz","5530","1002","1781","1292","1455"
"15939","11045","660066","0","Peoples State Bank","Rocksprings","TX","78880","12/31/2014","2/18/2015","NM","101 Main Street","","1","0","0","2","1","Edwards","","","5/1/1943","5/1/1943","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.psbrocksprings.com","12535","2871","9161","503","0"
"13196","11832","238250","1123821","Peoples State Bank","Westhope","ND","58793","12/31/2014","2/18/2015","NM","110 Main St","PEOPLES STATE HOLDING COMPANY","2","0","0","2","1","Bottineau","","","6/12/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","","12801","1326","3741","5676","2058"
"18569","14149","340144","2321419","Peoples State Bank","Wausau","WI","54401","12/31/2014","2/18/2015","NM","1905 West Stewart Avenue","PSB HOLDINGS, INC.","9","0","0","4","0","Marathon","48140","Wausau, WI","8/1/1962","8/1/1962","4/14/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.bankpeoples.com","57082","7624","26922","13338","9198"
"17138","10208","991854","1053526","Peoples State Bank","Blair","OK","73526","12/31/2014","2/18/2015","NM","117 East Main Street","H. PAT HENSON COMPANY, THE","2","0","0","4","1","Jackson","","","8/25/1952","8/25/1952","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.psbokonline.com","1592","823","769","0","0"
"12814","10276","262844","1209499","Peoples State Bank","Prairie Du Chien","WI","53821","12/31/2014","2/18/2015","NM","301 E Blackhawk Ave","PEOPLES BANCORP, INC.","14","0","1","2","1","Crawford","","","1/22/1915","1/1/1934","6/14/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.peoplesfinancial.com","106086","26309","54551","13801","11425"
"14898","17909","146850","2935496","Peoples State Bank","Mc Donald","KS","67745","12/31/2014","2/18/2015","NM","304 Rawlins Avenue","BIG MAC BANCSHARES, INC.","5","0","0","2","1","Rawlins","","","4/30/1930","12/3/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.psbonline.net","31305","13516","11775","5358","656"
"13992","0","505242","1203684","Peoples State Bank","Winfield","IA","52659","12/31/2014","2/18/2015","NM","109 South Locust Street","PEOPLES HOLDING CORP.","1","0","0","8","1","Henry","","","1/1/1934","3/8/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.peoplesstatebk.com","3049","720","820","1026","483"
"10345","0","586960","1131899","Peoples State Bank","Shepherd","TX","77371","12/31/2014","2/18/2015","NM","5850 Highway 59 South","AMTEX BANCSHARES, INC.","3","0","0","7","0","San Jacinto","","","9/21/1921","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.psbtexas.com","21958","6554","9626","4395","1383"
"26911","15657","173548","1141469","Peoples State Bank","Albia","IA","52531","12/31/2014","2/18/2015","NM","102 South Main","PEOPLES TRI-COUNTY BANCORPORATION","1","0","0","2","1","Monroe","","","2/19/1987","2/19/1987","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.peoplesiowa.com","18467","3098","5266","4920","5183"
"19604","13209","1013735","1081622","Peoples State Bank & Trust","Baxley","GA","31513","12/31/2014","2/18/2015","NM","72 East Parker Street","SOUTH BANKING COMPANY","1","0","0","4","0","Appling","","","7/1/1966","7/1/1966","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.psbbaxley.com","9501","4149","4377","756","219"
"10075","0","33839","2128896","Peoples State Bank of Colfax","Colfax","IL","61728","12/31/2014","2/18/2015","NM","101 West Main Street","PEOPLES FINANCIAL CORPORATION","1","0","0","2","0","Mclean","14010","Bloomington, IL","6/1/1892","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.psbofcolfax.com","2408","230","214","1305","659"
"1701","9376","501758","2261805","Peoples State Bank of Commerce","Nolensville","TN","37135","12/31/2014","2/18/2015","NM","7122 Nolensville Road","COMMERCE BANCSHARES, INC.","5","0","1","4","0","Williamson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","6/1/1916","1/1/1934","3/23/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","http://www.psboc.com","44549","9075","28719","5183","1572"
"10719","0","530851","3584293","Peoples State Bank of Hallettsville","Hallettsville","TX","77964","12/31/2014","2/18/2015","NM","116 East Third Street","BOZKA INVESTMENTS, LTD.","1","0","0","2","0","Lavaca","","","1/18/1929","1/1/1934","3/31/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.psbhallettsville.com","81090","17098","43603","17943","2446"
"1923","0","957551","1128871","Peoples State Bank of Madison Lake","Madison Lake","MN","56063","12/31/2014","2/18/2015","NM","500 Main Street","VAN DEUSEN BANCORP, INC.","2","0","0","4","0","Blue Earth","31860","Mankato-North Mankato, MN","11/15/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","www.psbmadlake.com","2119","0","548","1368","203"
"15165","14659","262956","3072017","Peoples State Bank of Munising","Munising","MI","49862","12/31/2014","2/18/2015","NM","100 East Superior Street","PEOPLES STATE BANCORP, INC.","6","0","0","4","0","Alger","","","6/7/1910","5/29/1935","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","http://www.bankatpsb.com","20665","1301","3898","10426","5040"
"1100","10666","786555","1427640","Peoples State Bank of Plainview","Plainview","MN","55964","12/31/2014","2/18/2015","SM","100 4th Avenue S.E.","WRZ BANKSHARES, INC.","6","0","1","2","1","Wabasha","40340","Rochester, MN","6/29/1925","1/1/1934","10/2/2007","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","peoplesstatebank.com","21711","3214","6017","7614","4866"
"10250","0","713252","4412151","Peoples State Bank of Velva","Velva","ND","58790","12/31/2014","2/18/2015","NM","101 N. Main","BEALL BANCSHARES INC.","2","0","0","2","1","Mchenry","","","1/1/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.psbvelva.com","22941","3795","11248","4736","3162"
"8840","0","192651","1125124","Peoples State Bank of Wells","Wells","MN","56097","12/31/2014","2/18/2015","NM","98 3rd Street Se","PEOPLES EQUITY CORPORATION","1","0","0","2","1","Faribault","","","2/29/1924","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","www.peoplesstatebankwells.com","3040","206","744","1602","488"
"17174","0","838155","2359328","Peoples State Bank, Fairmount, N. D.","Fairmount","ND","58030","12/31/2014","2/18/2015","NM","201 Maine Avenue","DAKOTAH BANKSHARES, INC.","2","0","0","2","0","Richland","","","1/2/1953","1/2/1953","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","www.peoples-state.com","845","301","234","200","110"
"14692","11132","968249","1203862","Peoples Trust & Savings Bank","Clive","IA","50325","12/31/2014","2/18/2015","NM","12701 University Avenue","GREEN CIRCLE INVESTMENTS, INC.","9","0","0","2","0","Polk","19780","Des Moines-West Des Moines, IA","3/17/1917","8/22/1934","12/3/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.ptsbank.com","32567","4940","16719","8392","2516"
"11351","0","591740","1203910","Peoples Trust and Savings Bank","Riverside","IA","52327","12/31/2014","2/18/2015","NM","90 East Railroad Street","COUNTRY BANCORPORATION","1","0","0","8","0","Washington","26980","Iowa City, IA","3/20/1928","1/1/1934","2/11/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.riverside-bank.com","2858","125","1216","1000","517"
