cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"58697","18056","3603765","4564724","Adams Dairy Bank","Blue Springs","MO","64014","12/31/2014","2/18/2015","NM","651 Ne Coronado Drive","ADAMS DAIRY BANCSHARES, INC.","1","0","0","4","0","Jackson","28140","Kansas City, MO-KS","1/3/2008","1/3/2008","3/3/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.AdamsDairyBank.com","64750","948","65698","0","65698","60248","60248","3423","19602","7648","11954","7631","29367","225","","0","5043","","406","0","10","228","168","2","0","0","2","0","0","0","","1262","1262","2008","1415","722",""
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","12/31/2014","2/18/2015","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.adamsstate.com","30301","208","30509","0","30509","16379","16379","0","349","349","0","0","7139","8891","","9821","1877","","2191","0","0","1988","203","241","0","0","0","241","0","0","","0","0","0","0","208",""
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","12/31/2014","2/18/2015","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","19","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.adirondackbank.com","419648","2885","422533","587","423120","318459","318459","1294","111433","74375","37058","12243","193489","0","","0","92878","0","11783","0","1508","2825","7450","0","0","0","0","0","0","0","0","1507","1076","1294","0","2906",""
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","12/31/2014","2/18/2015","SA","579 Boylston Street","","3","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","6/28/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.admiralsbank.com","375150","2194","377344","0","377344","330826","330826","975","97962","23023","74939","37427","193906","556","","0","13647","0","32871","0","2","7059","25810","0","0","0","0","0","0","0","0","10306","7727","165","810","2458",""
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","12/31/2014","2/18/2015","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.adrianbank.com","88358","1034","89392","0","89392","55317","55317","3671","18814","10666","8148","0","14631","18201","","16300","11774","","5899","0","0","3174","2725","102","0","0","102","0","0","0","","172","0","3671","0","1034",""
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","12/31/2014","2/18/2015","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","www.adrianstatebank.com","26976","239","27215","0","27215","10496","10496","0","1720","1610","110","745","1400","6631","","13631","2551","","517","0","0","303","214","20","0","9","11","0","0","0","","175","175","0","0","239",""
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","12/31/2014","2/18/2015","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","11/10/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.advantagebank.biz","37778","413","38191","78","38269","31743","31743","10686","8982","8316","666","300","10833","942","","49","3419","","2993","0","0","1453","1540","65","0","0","65","0","0","0","","0","0","9775","911","413",""
"57072","0","2927615","2926270","Advantage Bank","Loveland","CO","80537","12/31/2014","2/18/2015","NM","1475 North Denver Avenue","ADVANTAGE BANCORP, INC.","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.advantagebanks.com","194867","322","195189","777","195966","159621","159621","37392","70845","31627","39218","9098","40890","1396","","1563","34008","0","548","0","121","67","360","225","0","0","225","0","0","1304","0","1827","1827","11272","26120","322",""
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","12/31/2014","2/18/2015","NM","101 West Center Street","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.advantagecommunity.com","91867","1134","93001","0","93001","68738","68738","5189","20910","15046","5864","2187","27606","12846","","5305","13848","","3792","61","4","1207","2520","1318","0","1318","0","0","0","0","","0","0","1393","3796","1134",""
"34885","14544","965789","0","Affiliated Bank","Bedford","TX","76021","12/31/2014","2/18/2015","SA","500 Harwood Rd.","","3","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.affiliatedbank.com","443339","5357","448696","758","449454","413081","413081","163092","85675","23930","61745","2696","160428","1190","","0","26205","0","10085","0","0","1481","8604","83","0","0","83","0","0","0","0","174","19","96966","66126","5103",""
"57264","0","3118447","3118456","Affinity Bank","Atlanta","GA","30328","12/31/2014","2/18/2015","NM","5660 New Northside Drive, #","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","9/28/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.myaffinitybank.com","184532","3007","187539","98","187637","120174","120174","10730","105603","76241","29362","145","3696","0","","0","66752","0","711","0","116","72","523","0","0","0","0","0","0","818","0","0","0","3011","7719","2721",""
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","12/31/2014","2/18/2015","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","12/31/2014","2/18/2015","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","12","0","0","4","1","Lamb","","","9/19/1925","1/1/1934","3/21/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.aimbankonline.com","440495","7071","447566","8","447574","244661","244661","36569","106971","72114","34857","4203","69632","27286","","34385","153340","0","10051","0","267","3886","5898","5137","0","1079","136","3922","0","735","0","1338","1338","12941","23628","5902",""
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","12/31/2014","2/18/2015","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","","22901","1291","24192","19","24211","21364","21364","8552","7509","4420","3089","1473","2464","1366","","0","2271","","352","0","0","0","352","224","0","0","224","0","0","0","","21","0","4488","4064","410",""
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","12/31/2014","2/18/2015","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","8","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.alamosastatebank.com","105671","1500","107171","76","107247","70232","70232","3252","29863","17807","12056","2436","23072","11609","","14229","13012","","9278","216","0","5062","4000","496","0","68","25","403","0","0","","141","0","3252","0","1445",""
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","12/31/2014","2/18/2015","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.albanybank.com","316773","3508","320281","294","320575","288401","288401","12019","176969","73160","103809","72615","26666","132","","0","30313","0","1679","0","0","1209","470","182","0","0","182","0","0","0","0","1954","1954","8857","3162","3508",""
"34106","14711","2332666","3842630","Albina Community Bank","Portland","OR","97212","12/31/2014","2/18/2015","NM","2002 N.E Martin Luther King","BENEFICIAL STATE BANCORP, INC.","5","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","12/19/1995","12/19/1995","10/23/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","http://www.albinabank.com","92133","1983","94116","271","94387","67987","67987","645","53328","24085","29243","3798","10071","145","","0","25382","","981","811","53","0","117","38","0","0","38","0","0","0","","2014","2006","109","536","1283",""
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","12/31/2014","2/18/2015","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","WWW.ALDENSTATE.COM","187146","2098","189244","0","189244","171435","171435","7391","29487","18064","11423","2966","131591","0","","27","12277","","5446","0","0","2335","3111","59","0","0","59","0","0","0","","1004","670","6159","1232","2105",""
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","12/31/2014","2/18/2015","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","http://www.aldenbank.com","121433","2695","124128","0","124128","106729","106729","9983","40069","22347","17722","857","55672","148","","0","11061","","5202","422","0","3880","900","1136","0","1089","47","0","0","0","","3410","1901","4285","5698","1529",""
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","12/31/2014","2/18/2015","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","6/25/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.alerusfinancial.com","1111636","17063","1128699","0","1128699","649680","649680","37171","230618","129105","101513","25663","342969","13259","","49081","344668","0","79558","0","15419","57214","6925","5712","0","3338","2374","0","0","0","0","1115","1115","16627","20544","15477",""
"13080","0","585235","1201989","Algonquin State Bank, National Association","Algonquin","IL","60102","12/31/2014","2/18/2015","N","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","7","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.algonquinstatebank.com","39588","673","40261","0","40261","36351","36351","1522","11598","1864","9734","1822","21409","0","","0","3014","","871","0","298","37","536","25","0","0","25","0","0","0","","0","0","0","1522","617",""
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","12/31/2014","2/18/2015","NM","200 South Rockwell Avenue","","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.allamericabank.net","60319","1277","61596","0","61596","58733","58733","10624","33201","9077","24124","5269","9312","327","","0","2225","","593","0","0","503","90","45","0","0","45","0","0","0","","0","0","5156","5468","1077",""
"6058","0","1829","1247419","Allegheny Valley Bank of Pittsburgh","Pittsburgh","PA","15201","12/31/2014","2/18/2015","NM","5137 Butler Street","ALLEGHENY VALLEY BANCORP, INC.","9","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/15/1900","1/1/1934","2/2/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","http://www.avbpgh.com","275262","3547","278809","364","279173","237342","237342","6565","101496","26848","74648","7664","121617","0","","0","22891","0","1280","702","391","67","120","17660","0","0","34","17626","0","0","0","1363","1363","4370","2195","3547",""
"58629","0","3579589","3744239","Allegiance Bank Texas","Houston","TX","77040","12/31/2014","2/18/2015","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","11","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","12/31/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.allegiancebanktexas.com","994034","8246","1002280","926","1003206","722998","722998","157886","399782","257734","142048","27626","135126","2578","","3396","238612","750","9699","0","111","2245","7343","28501","0","0","28501","0","0","3651","0","0","0","72402","85484","8246",""
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","12/31/2014","2/18/2015","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.myalliancebank.com","162295","3902","166197","0","166197","87243","87243","4613","25306","18937","6369","2595","23819","30910","","40981","22621","0","1602","0","177","665","760","13750","0","5548","0","8202","0","0","0","0","0","1365","3248","2484",""
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","12/31/2014","2/18/2015","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","11","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.alliancebank.com","269312","5518","274830","0","274830","191095","191095","25062","91291","47709","43582","4283","46590","23869","","11669","45477","0","9928","0","325","3162","6441","16661","0","15896","374","391","0","0","0","2674","2674","10184","14878","4069",""
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","12/31/2014","2/18/2015","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","10","0","0","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","2/21/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.alliancebanks.com","440714","8272","448986","0","448986","315224","315224","40438","163808","65523","98285","13785","52360","44833","","37947","80120","0","7297","0","0","3845","3452","8398","0","1601","6797","0","0","0","0","5546","3518","9252","31186","6005",""
