cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"11741","14503","927134","1916948","Forreston State Bank","Forreston","IL","61030","12/31/2014","2/18/2015","NM","200 Main Street","HIGH POINT FINANCIAL SERVICES, INC.","3","0","0","2","1","Ogle","","","1/1/1887","1/1/1934","11/1/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","www.fsbil.com","57031","2273","2407","235","353","10697","4404","11666","17155","2374","1325","58","252","1444","2388","1333"
"17446","0","455459","2922731","Fort Davis State Bank","Fort Davis","TX","79734","12/31/2014","2/18/2015","NM","100 Memorial Square","FORT DAVIS BANCSHARES, INC.","3","0","0","4","1","Jeff Davis","","","10/16/1911","1/10/1955","11/30/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Southern","West","http://www.fdsb.com","19560","0","0","0","0","7658","565","0","0","351","507","1617","1479","7383","0","858"
"21090","0","186856","2791713","Fort Gibson State Bank","Fort Gibson","OK","74434","12/31/2014","2/18/2015","NM","S. Lee St. & Maple Ave.","THREE RIVERS BANKSHARES, INC.","1","0","0","4","0","Muskogee","","","5/21/1973","5/21/1973","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.fortgibsonstatebank.com","16828","0","0","2","3","15","0","0","0","0","104","0","0","12196","4508","104"
"19640","0","305750","1108097","Fort Hood National Bank","Fort Hood","TX","76544","12/31/2014","2/18/2015","N","Tj Mills Blvd. Bldg. 109","FIRST COMMUNITY BANCSHARES, INC.","10","0","0","7","1","Bell","28660","Killeen-Temple, TX","10/17/1966","10/17/1966","4/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.fhnb.com","138733","856","3276","4047","8595","41680","796","11342","19291","17484","0","579","4827","23405","2555","7"
"955","0","624246","1357037","Fort Madison Bank & Trust Co.","Fort Madison","IA","52627","12/31/2014","2/18/2015","SM","Avenue G And Seventh Street","FORT MADISON FINANCIAL COMPANY","5","0","1","4","1","Lee","","","7/1/1854","1/1/1934","12/1/2010","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","WWW.FORTMADISONBANK.COM","33749","1","706","1517","0","26050","1134","0","0","0","0","1204","1335","1802","0","0"
"58107","0","3384372","3384363","FortuneBank","Arnold","MO","63010","12/31/2014","2/18/2015","NM","3494 Jeffco Boulevard","FORTUNE FINANCIAL CORPORATION","1","0","0","4","0","Jefferson","41180","St. Louis, MO-IL","12/1/2005","12/1/2005","11/13/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.fortunefincorp.com","14674","0","0","0","0","1111","8594","0","0","200","0","107","1955","2707","0","200"
"28530","1781","313577","0","Forward Financial Bank","Marshfield","WI","54449","12/31/2014","2/18/2015","SB","207 West Sixth Street","","8","0","0","2","0","Wood","","","1/1/1919","12/27/1949","6/24/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.forwardbank.com","9405","470","210","116","454","207","0","1535","786","0","171","2191","1007","2258","0","171"
"35566","0","2941509","3170454","Foundation Bank","Bellevue","WA","98004","12/31/2014","2/18/2015","NM","1110 112th Ave Ne, # 200","FOUNDATION BANCORP, INC.","1","0","0","4","0","King","42660","Seattle-Tacoma-Bellevue, WA","9/19/2000","9/19/2000","11/24/2008","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.foundationbank.com","60246","133","1057","0","0","4292","15272","7350","22794","1059","0","0","2935","5354","0","0"
"28724","2230","444471","0","Foundation Bank","Cincinnati","OH","45202","12/31/2014","2/18/2015","SA","25 Garfield Place","","5","0","0","4","1","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1888","3/24/1950","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","http://www.foundationbankus.com","4","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0"
"18761","0","102557","3822874","Foundation One Bank","Waterloo","NE","68069","12/31/2014","2/18/2015","NM","23804 Cedar Drive","FOUNDATION FIRST CORPORATION","2","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","1/1/1905","4/25/1963","8/14/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.foundationonebank.com","6527","0","0","0","0","0","0","0","0","115","1070","2878","2008","456","0","0"
"57972","0","3359062","3359110","Foundations Bank","Pewaukee","WI","53072","12/31/2014","2/18/2015","NM","N35 W23877 Highfield Court","GENERATIONS BANCORP, INC.","1","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","9/20/2005","9/20/2005","10/23/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","http://www.foundationsbank.com","25889","0","0","0","94","6967","0","763","8388","1235","626","4560","2292","964","0","1861"
"33533","13435","1933927","2658197","Founders  Bank & Trust","Grand Rapids","MI","49546","12/31/2014","2/18/2015","NM","5200 Cascade Road, S.E.","FOUNDERS FINANCIAL CORPORATION","4","0","0","4","0","Kent","24340","Grand Rapids-Wyoming, MI","12/10/1991","12/10/1991","12/31/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","","73394","237","1100","1913","538","2745","273","0","258","1473","5327","28376","14881","15528","745","6332"
"57924","0","3350546","3595468","Founders Community Bank","San Luis Obispo","CA","93401","12/31/2014","2/18/2015","NM","237 Higuera Street","FOUNDERS BANCORP","3","0","0","4","0","San Luis Obispo","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","5/5/2005","5/5/2005","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","http://www.founderscommunitybank.com","9634","0","0","0","0","1641","0","0","0","0","0","0","3006","4987","0","0"
"35441","52524","2855866","0","Four Corners Community Bank","Farmington","NM","87401","12/31/2014","2/18/2015","NM","500 W. Main St., Suite 101","","7","0","1","4","1","San Juan","22140","Farmington, NM","3/1/2000","3/1/2000","10/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","www.thebankforme.com","83114","0","0","0","0","2660","4763","3110","3058","1001","153","576","15193","41236","11364","0"
"11506","10052","292524","2557405","Four Oaks Bank & Trust Company","Four Oaks","NC","27524","12/31/2014","2/18/2015","SM","6144 Us Highway 301 South","FOUR OAKS FINCORP, INC.","14","0","0","4","0","Johnston","39580","Raleigh, NC","1/1/1912","1/1/1934","1/1/2010","Stock","0","0","FED","DIF","Atlanta","NEW YORK","Raleigh","Richmond","Northeastern","Southeast","www.fouroaksbank.com","145784","2867","3072","0","0","36861","41577","16899","23846","0","0","262","1272","5519","13609","0"
"12372","0","433859","0","Fowler State Bank","Fowler","CO","81039","12/31/2014","2/18/2015","NM","201 Main Street","","1","0","0","2","0","Otero","","","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","www.fowlerstate.com","22574","0","0","0","0","0","0","0","0","0","570","9529","8861","3614","0","570"
"1821","9375","554343","1130762","Fowler State Bank","Fowler","IN","47944","12/31/2014","2/18/2015","NM","300 East 5th Street","BENTON FINANCIAL CORPORATION","4","0","0","2","0","Benton","29200","Lafayette-West Lafayette, IN","12/14/1931","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","WWW.FOWLERSTATEBANK.COM","70160","0","1542","338","2419","2174","840","3880","2771","3981","1556","3266","5996","39080","2317","2892"
"28888","2563","30874","3846601","Fox Chase Bank","Hatboro","PA","19040","12/31/2014","2/18/2015","SB","4390 Davisville Road","FOX CHASE BANCORP, INC.","10","0","1","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1868","3/8/1937","12/6/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","www.foxchasebank.com","304209","2059","1479","1756","5339","205719","76332","158","2979","5516","302","2570","0","0","0","5818"
"57504","0","3188712","3592515","Fox River State Bank","Burlington","WI","53105","12/31/2014","2/18/2015","NM","241 E. Jefferson Street","FOX RIVER FINANCIAL CORPORATION","1","0","0","4","0","Racine","39540","Racine, WI","8/15/2003","8/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","www.foxriverstatebank.com","6589","0","0","0","966","1492","869","1517","1745","0","0","0","0","0","0","0"
"29188","3069","835770","0","Fox Valley Savings Bank","Fond Du Lac","WI","54935","12/31/2014","2/18/2015","SA","51 East First Street","","3","0","0","5","0","Fond Du Lac","22540","Fond du Lac, WI","10/1/1934","11/13/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.fvsbank.com","119271","1721","560","0","0","19881","3786","14068","21748","6789","4442","6731","16084","23461","0","4442"
"27918","544","652977","0","Foxboro Federal Savings","Foxboro","MA","2035","12/31/2014","2/18/2015","SA","One Central St","","3","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1889","2/8/1937","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.foxfed.com","39837","0","0","0","0","9","10","0","0","1005","1027","2372","1782","33632","0","2032"
"1399","11453","751656","1128358","Frandsen Bank & Trust","Lonsdale","MN","55046","12/31/2014","2/18/2015","NM","116 Central Street West","FRANDSEN FINANCIAL CORPORATION","35","0","1","4","1","Rice","","","8/1/1901","1/1/1934","10/25/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","frandsenban..com","480931","208","80","9177","7786","246016","116431","11068","72109","607","276","2526","2445","12202","0","883"
"30402","5286","574079","0","Franklin Bank","Pilesgrove","NJ","8098","12/31/2014","2/18/2015","SA","1179 Route 40","","6","0","0","5","0","Salem","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1861","3/3/1954","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.franklinbnk.com","48851","461","127","5","902","16657","4511","552","0","500","0","5992","9109","10035","0","0"
"18445","0","644440","2763804","Franklin Bank","Franklin","IL","62638","12/31/2014","2/18/2015","NM","101 West Street","FRANKLIN BANCSHARES, INC","1","0","0","2","1","Morgan","","","1/1/1934","10/9/1961","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.franklinbank.net","18221","0","0","0","0","0","0","0","0","0","0","192","259","7235","10535","0"
"17937","12362","493844","1098152","Franklin Bank & Trust Company","Franklin","KY","42134","12/31/2014","2/18/2015","NM","317 North Main Street","FRANKLIN BANCORP, INC.","4","0","0","4","0","Simpson","","","12/1/1958","12/1/1958","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","http://www.fbtco.com","13290","0","0","0","0","0","1448","0","0","0","256","263","398","7765","3160","256"
"57259","0","3125137","2856676","Franklin Community Bank, National Association","Rocky Mount","VA","24151","12/31/2014","2/18/2015","N","400 Old Franklin Turnpike, #","MAINSTREET BANKSHARES, INC.","3","0","0","4","0","Franklin","40220","Roanoke, VA","9/16/2002","9/16/2002","12/31/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.fcbva.com","18492","0","0","353","198","9602","748","0","0","249","0","251","3605","3486","0","0"
"57851","0","3308471","4420745","Franklin County United Bank","Decherd","TN","37324","12/31/2014","2/18/2015","NM","2030 Decherd Boulevard","FRANKLIN COUNTY UNITED BANCSHARES, INC.","2","0","0","4","0","Franklin","","","12/6/2004","12/6/2004","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","http://www.fcub.net","10067","0","0","14","167","3985","585","0","0","0","508","0","3949","859","0","508"
"28798","2386","514776","0","Franklin Federal Savings Bank","Glen Allen","VA","23060","12/31/2014","2/18/2015","SA","4501 Cox Road","","8","0","0","4","0","Henrico","40060","Richmond, VA","1/1/1933","10/8/1934","1/1/2015","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.FranklinFederal.com","226859","1976","7393","52209","9891","92332","0","56011","2385","0","0","0","0","0","4662","402"
"9636","0","741639","0","Franklin Grove Bank","Franklin Grove","IL","61031","12/31/2014","2/18/2015","NM","108 Elm Street","","1","0","0","2","0","Lee","","","1/1/1880","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.franklingrovebank.com","8547","0","0","0","0","0","0","0","0","0","0","0","500","7350","697","0"
"19836","8326","228000","2596758","Franklin Savings Bank","Farmington","ME","4938","12/31/2014","2/18/2015","SM","197 Main Street","FSB BANCORP, MHC","7","0","0","4","0","Franklin","","","11/16/1868","7/1/1968","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.franklinebranch.com","15693","0","0","0","0","0","0","0","0","0","0","997","3969","10727","0","0"
"17951","8488","491402","4459848","Franklin Savings Bank","Franklin","NH","3235","12/31/2014","2/18/2015","SB","387 Central Street","FRANKLIN BANCORP MHC","8","0","0","4","0","Merrimack","","","6/30/1869","1/2/1959","4/2/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","www.fsbnh.com","86869","2622","379","8426","5423","8729","2864","4156","6184","2087","1263","6565","17587","20584","0","3389"
"11023","0","86358","1471894","Franklin State Bank","Franklin","NE","68939","12/31/2014","2/18/2015","NM","1502 M Street","FRANKLIN STATE BANCSHARES, INC.","1","0","0","2","0","Franklin","","","9/1/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.franklinstatebank.net","22391","0","0","0","0","0","0","0","0","100","341","795","1679","16168","3308","441"
"16778","0","48150","0","Franklin State Bank","Franklin","MN","55333","12/31/2014","2/18/2015","NM","278 2nd Ave E.","","1","0","0","2","0","Renville","","","5/8/1936","3/23/1949","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.franklinstatebank.com","3659","0","0","0","0","0","0","0","0","85","253","1662","982","677","0","338"
"11792","0","1006652","1109731","Franklin State Bank & Trust Company","Winnsboro","LA","71295","12/31/2014","2/18/2015","NM","802 Prairie Street","FRANKLIN BANCORP, INC.","4","0","0","2","1","Franklin","","","1/1/1908","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","www.fsbnet.com","20541","0","0","0","0","0","0","0","0","26","0","14432","3643","2440","0","26"
"58714","0","3635533","3637582","Franklin Synergy Bank","Franklin","TN","37064","12/31/2014","2/18/2015","SM","722 Columbia Avenue","FRANKLIN FINANCIAL NETWORK, INC.","11","0","0","4","0","Williamson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","11/5/2007","11/5/2007","7/1/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","http://www.franklinsynergybank.com","449038","0","0","0","0","57856","165745","17720","138716","30250","0","0","1958","26674","10119","30250"
"22087","15952","189866","0","Franklin Templeton Bank and Trust, F.S.B.","Salt Lake City","UT","84101","12/31/2014","2/18/2015","SA","47 W. 200 South, Suite 500","","1","0","0","7","0","Salt Lake","41620","Salt Lake City, UT","8/8/1975","8/8/1975","5/8/2014","Stock","0","1","OCC","DIF","San Francisco","NEW YORK","Salt Lake City","San Francisco","Western","West","","17277","0","0","0","0","0","250","0","16927","0","100","0","0","0","0","100"
"28283","1292","954774","0","Fraternity Federal Savings and Loan Association","Baltimore","MD","21230","12/31/2014","2/18/2015","SA","764 Washington Blvd","","4","0","0","5","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","1/1/1913","10/29/1936","4/4/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","www.fraternityfed.com","23220","0","0","0","0","608","4705","0","1938","5851","0","84","3124","6910","0","0"
"57255","0","3058329","3195448","Frederick County Bank","Frederick","MD","21701","12/31/2014","2/18/2015","SM","30 West Patrick Street","FREDERICK COUNTY BANCORP, INC.","5","0","0","4","0","Frederick","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","10/18/2001","10/18/2001","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","http://www.fcbmd.com","23889","281","2312","1448","0","1758","2076","269","6035","0","0","0","202","4765","4743","0"
